"240313_ICP4"	"240313_n208"	"240501_ICP4"	"240501_RR_LL"	"240710_RR_LL"	"240814_ICP4"	"240814_RR_LL"	"240904_ICP4"	"240904_n208"	"240905_ICP4"	"240905_n208"	"240926_ICP4"
"ENSG00000099284"	147	702	265	221	194	143	136	537	455	536	351	367
"ENSG00000099290"	1988	7653	2800	2001	2456	2271	2507	8550	7823	6420	6439	8766
"ENSG00000099308"	167	596	465	336	437	218	254	788	750	554	856	1053
"ENSG00000099326"	131	526	209	247	169	160	115	640	888	496	821	886
"ENSG00000099330"	79	332	168	188	188	129	146	536	396	346	383	372
"ENSG00000099331"	6019	17808	7504	5612	5079	4742	5518	15013	12522	14710	14391	12821
"ENSG00000099337"	591	2037	708	1317	1384	655	850	1137	1529	1262	1975	2744
"ENSG00000099338"	0	6	0	9	8	2	2	12	20	16	19	31
"ENSG00000099341"	4797	19363	5894	5032	5545	5174	5999	23596	17138	16867	16732	16532
"ENSG00000099364"	448	2209	887	695	625	641	736	2044	2344	2279	2740	1778
"ENSG00000099365"	75	326	258	105	76	141	238	609	287	394	383	349
"ENSG00000099377"	191	735	340	415	412	193	231	762	581	418	485	474
"ENSG00000099381"	705	2553	867	585	516	624	663	2456	1983	2463	2144	1897
"ENSG00000099385"	539	2045	600	518	428	508	599	2038	1250	1868	1535	1486
"ENSG00000099399"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000099617"	5	5	0	0	1	0	0	3	4	2	3	5
"ENSG00000099622"	3536	14244	5313	3582	3786	3625	4082	17134	12042	11952	11233	13438
"ENSG00000099624"	886	4244	1178	1022	839	1056	1428	5616	3268	3289	3525	3419
"ENSG00000099625"	196	1093	382	262	277	278	268	1150	1254	463	888	1386
"ENSG00000099715"	0	0	0	0	6	0	0	1	2	2	0	0
"ENSG00000099721"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000099725"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000099769"	2	5	1	0	2	6	0	7	0	5	2	3
"ENSG00000099783"	6211	24298	5261	4077	2812	4392	5809	21352	13957	21365	16671	10561
"ENSG00000099785"	254	984	538	380	362	452	488	1835	1215	1078	1589	1702
"ENSG00000099795"	1204	4772	1529	1515	1406	1545	1795	6706	4470	4540	4643	4358
"ENSG00000099797"	609	2360	850	645	725	688	879	3496	2065	3002	2182	2040
"ENSG00000099800"	1340	5220	1423	1360	1061	1432	1774	7164	4125	4304	4087	3791
"ENSG00000099804"	814	3340	1313	1214	1193	1121	1253	4033	3250	3071	3861	3768
"ENSG00000099810"	1172	4393	1201	776	722	713	838	2950	2274	3535	2940	1625
"ENSG00000099812"	0	2	8	9	3	1	0	5	10	11	1	12
"ENSG00000099814"	2062	7037	3437	2508	2472	2358	2303	6377	6385	5158	7439	8206
"ENSG00000099817"	3011	10993	3560	2830	2574	3625	4089	14927	10071	11937	11427	10947
"ENSG00000099821"	1042	3462	1147	1059	973	882	840	3256	2712	2411	2502	2935
"ENSG00000099822"	57	242	100	58	108	78	86	292	315	203	208	398
"ENSG00000099834"	3	2	13	0	5	0	0	3	2	4	2	1
"ENSG00000099840"	15	57	28	16	21	30	26	82	58	36	54	122
"ENSG00000099849"	39	171	86	123	113	73	52	274	213	198	285	152
"ENSG00000099860"	1787	7390	1803	2062	1892	1915	1546	7788	14264	4939	14651	15942
"ENSG00000099864"	248	732	254	322	405	278	274	366	661	223	536	1066
"ENSG00000099866"	0	29	10	14	11	6	9	37	16	11	19	31
"ENSG00000099869"	0	6	5	0	12	0	0	0	1	0	1	0
"ENSG00000099875"	891	3546	1181	791	1348	931	1028	3145	3906	2930	2900	3238
"ENSG00000099889"	58	254	110	181	203	132	111	333	648	110	292	444
"ENSG00000099899"	675	2700	1099	809	708	802	864	3321	2630	2032	2458	2629
"ENSG00000099901"	3500	14415	2282	1670	1099	2040	3159	15018	6560	12133	7387	5116
"ENSG00000099904"	1679	5711	1852	1684	1508	1792	2118	5850	4512	3659	4988	4584
"ENSG00000099910"	535	1710	596	502	569	527	460	2256	1843	1821	1617	2044
"ENSG00000099917"	3127	11240	3502	2979	3091	3134	3592	11299	10182	8864	11429	9629
"ENSG00000099937"	1	1	0	0	1	0	0	19	10	8	4	7
"ENSG00000099940"	807	2902	1341	963	1218	705	1059	3506	2577	2874	2457	2704
"ENSG00000099942"	2414	9476	2280	1600	1944	1790	1860	6264	6386	8755	8591	7531
"ENSG00000099949"	563	1695	628	594	480	471	514	1786	1550	1271	1523	1596
"ENSG00000099953"	192	757	509	115	890	204	136	1867	1418	1230	471	853
"ENSG00000099954"	0	0	0	0	1	0	0	1	0	0	0	4
"ENSG00000099956"	1414	5691	1792	1143	974	1152	1196	6435	3956	5625	4445	4310
"ENSG00000099957"	6	19	46	54	21	21	20	89	79	69	73	207
"ENSG00000099958"	12	7	6	0	10	15	0	21	28	3	5	8
"ENSG00000099960"	0	0	0	8	1	0	0	1	0	0	0	4
"ENSG00000099968"	1451	5733	2067	1967	1812	1646	2020	5344	6091	5441	7061	6857
"ENSG00000099974"	0	1	1	2	0	0	0	3	0	1	2	2
"ENSG00000099977"	11	30	11	10	10	3	0	24	33	31	24	34
"ENSG00000099984"	5	7	0	0	0	0	1	24	10	6	4	3
"ENSG00000099985"	0	0	0	0	0	0	0	1	0	0	0	3
"ENSG00000099991"	1713	5941	2067	1506	1642	1222	1559	5690	4562	5123	4849	4513
"ENSG00000099992"	235	763	265	281	316	291	279	880	1264	570	885	992
"ENSG00000099994"	30	147	22	18	41	30	36	66	63	101	69	67
"ENSG00000099995"	3381	11017	3218	2236	2538	2266	3037	10144	7271	9678	7903	6093
"ENSG00000099998"	202	608	38	42	163	41	109	396	329	341	288	198
"ENSG00000099999"	301	1215	455	475	318	281	394	1408	1230	758	930	1162
"ENSG00000100003"	440	1993	894	637	783	460	416	1660	2163	1519	1679	2228
"ENSG00000100012"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100014"	818	3060	882	767	733	647	830	2403	2184	3217	2642	2416
"ENSG00000100023"	934	3546	1216	912	764	890	1013	3325	2657	3157	3206	2474
"ENSG00000100024"	0	8	0	0	0	0	0	8	0	2	0	0
"ENSG00000100027"	3	6	0	0	3	6	4	22	13	26	6	66
"ENSG00000100028"	752	2819	708	532	645	525	840	2105	1734	2829	2184	1537
"ENSG00000100029"	3311	11484	2920	2176	2176	2780	2893	11609	6965	8019	7157	6593
"ENSG00000100030"	5158	21106	5983	5010	5675	4240	5028	15534	14768	18091	17063	13921
"ENSG00000100031"	0	4	0	0	0	0	0	14	7	3	10	24
"ENSG00000100033"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100034"	1768	6485	2035	1535	1379	1752	2065	5907	4336	5029	5171	4636
"ENSG00000100036"	278	960	375	294	363	376	216	1275	1028	1239	970	2392
"ENSG00000100038"	5	26	5	16	7	18	4	33	17	26	20	8
"ENSG00000100053"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100055"	2	2	1	0	2	0	7	22	30	3	11	30
"ENSG00000100056"	625	2442	623	596	516	664	738	2640	1930	1920	2252	2333
"ENSG00000100058"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100060"	0	1	1	2	0	0	0	0	4	0	0	0
"ENSG00000100065"	133	663	142	54	127	56	68	386	352	559	498	475
"ENSG00000100068"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100075"	1654	6350	2257	2126	1848	2551	2644	11655	6493	6052	6634	7217
"ENSG00000100077"	70	279	147	79	69	49	64	182	218	336	311	198
"ENSG00000100078"	0	1	1	23	11	3	2	22	28	5	7	11
"ENSG00000100079"	6	29	7	3	14	0	8	22	32	22	40	41
"ENSG00000100083"	1058	3769	1361	1114	1132	1046	1289	4139	3543	2926	3531	3826
"ENSG00000100084"	224	838	209	145	145	185	176	593	599	762	582	462
"ENSG00000100092"	24	176	29	8	15	22	36	158	76	157	114	31
"ENSG00000100095"	0	1	0	0	0	0	0	1	2	1	0	7
"ENSG00000100097"	37427	159877	49010	48601	39131	44469	53455	238724	117820	198758	155881	131419
"ENSG00000100099"	791	3175	1037	813	755	546	706	2745	2458	2321	1925	1822
"ENSG00000100100"	80	289	1128	615	1177	926	722	1790	1781	1029	1414	3582
"ENSG00000100101"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100104"	325	1235	365	238	194	184	355	1020	742	934	800	591
"ENSG00000100105"	348	1456	348	179	194	220	247	1100	822	1389	907	573
"ENSG00000100106"	4644	17724	7524	6362	5817	4519	5013	18641	15769	15860	17513	18056
"ENSG00000100109"	998	3630	1394	934	931	868	1180	3589	3339	3770	3338	2972
"ENSG00000100116"	350	1224	422	468	347	469	522	1329	925	875	871	1261
"ENSG00000100121"	0	0	0	0	0	0	0	0	0	0	0	8
"ENSG00000100122"	0	0	5	0	0	0	0	0	2	0	1	3
"ENSG00000100124"	593	2334	596	558	463	494	561	2300	1796	2128	1879	2569
"ENSG00000100129"	3045	11353	3393	2643	2972	2508	2892	11777	7583	11861	8706	7879
"ENSG00000100138"	2887	11211	2837	2610	2606	2670	3580	12649	8275	10278	8868	9208
"ENSG00000100139"	3185	10130	1898	1838	2203	2076	2616	7349	7494	6470	9152	6803
"ENSG00000100142"	833	3494	1009	817	742	827	1160	4809	2562	3397	2679	2659
"ENSG00000100146"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000100147"	361	1383	268	351	253	246	271	1166	876	1150	990	594
"ENSG00000100150"	147	502	155	85	149	76	92	577	422	522	398	569
"ENSG00000100151"	217	719	253	205	152	154	234	770	841	525	739	650
"ENSG00000100154"	680	2309	857	697	749	592	567	1676	2477	2335	2657	2630
"ENSG00000100156"	0	9	0	4	11	9	7	23	19	2	21	29
"ENSG00000100162"	476	1939	253	109	62	187	400	2216	754	1610	864	448
"ENSG00000100167"	1	36	36	19	38	7	0	60	74	15	68	143
"ENSG00000100170"	0	0	0	0	0	0	0	0	0	0	3	0
"ENSG00000100181"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100191"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000100196"	2520	10795	4556	5778	4579	3985	4497	11300	10924	11431	12093	13574
"ENSG00000100197"	11	53	0	2	15	11	20	73	45	34	30	86
"ENSG00000100201"	5055	19266	6747	4835	5581	3787	5340	20787	16055	24727	19278	11902
"ENSG00000100206"	86	488	24	24	20	27	48	483	185	461	265	104
"ENSG00000100207"	1107	3826	1158	911	1084	837	982	3376	3901	3535	3811	3073
"ENSG00000100209"	143	619	150	139	171	144	176	752	566	652	703	613
"ENSG00000100211"	248	908	246	314	241	205	229	958	793	971	768	970
"ENSG00000100216"	1679	6986	2000	1249	1103	1651	2314	8249	4006	6756	5430	4179
"ENSG00000100218"	0	2	0	0	0	0	0	6	5	3	0	4
"ENSG00000100219"	3438	14448	2860	3308	3084	2402	3157	9061	12745	11749	11910	8938
"ENSG00000100220"	2756	11417	3222	2482	2526	2581	3375	11562	9080	11442	9352	8667
"ENSG00000100221"	2130	8604	2147	1938	2525	1590	1960	6348	5885	5640	5653	4653
"ENSG00000100225"	2144	8726	2669	2323	2305	2035	2413	8836	7526	8262	7924	6601
"ENSG00000100226"	1164	4244	1378	1095	1157	913	1143	4413	3960	3630	3658	3662
"ENSG00000100227"	3	5	4	0	2	0	0	2	3	4	1	3
"ENSG00000100228"	193	859	333	227	221	208	203	706	831	654	787	901
"ENSG00000100234"	56257	189807	51368	58393	58003	31646	37820	124127	180419	108515	191733	97001
"ENSG00000100239"	1152	4199	1501	1483	1431	1271	1372	4880	4669	3796	4832	4369
"ENSG00000100241"	3694	11527	4429	3290	3667	3085	3512	12069	9142	8785	10369	9315
"ENSG00000100242"	2060	8925	2023	1318	1417	1507	2077	6313	5039	6654	6445	3989
"ENSG00000100243"	5891	20342	8074	8353	8228	7670	9180	25205	20498	19589	20329	24779
"ENSG00000100246"	181	687	272	165	153	149	130	687	600	550	643	706
"ENSG00000100249"	0	0	0	0	0	0	0	3	0	0	4	0
"ENSG00000100253"	3	6	0	0	0	0	0	1	11	0	18	0
"ENSG00000100258"	3014	10237	3659	3580	3412	3250	3519	13101	9392	8164	10040	8969
"ENSG00000100263"	475	1883	542	470	461	370	444	2038	1619	1085	1191	1342
"ENSG00000100266"	2550	9384	2924	2381	1942	2480	2635	8212	6648	8489	7904	6116
"ENSG00000100271"	149	430	313	213	196	177	128	503	541	415	416	636
"ENSG00000100276"	0	6	3	0	4	0	0	15	8	2	12	6
"ENSG00000100280"	2902	10993	4291	3805	3323	3870	4190	12690	11021	10721	12775	12124
"ENSG00000100281"	1318	5708	1160	726	784	638	977	3293	3227	3810	3201	2192
"ENSG00000100284"	1462	4439	2478	1933	2273	1799	2058	5869	5192	3275	4037	6011
"ENSG00000100285"	68	229	112	72	28	61	22	147	112	138	136	183
"ENSG00000100288"	7	24	11	2	15	8	5	49	17	13	18	9
"ENSG00000100290"	0	3	0	0	0	0	0	3	0	0	2	12
"ENSG00000100292"	9126	29535	41271	17300	15194	13959	16305	31459	15254	17712	9760	13452
"ENSG00000100294"	284	1136	242	196	202	201	242	1134	801	864	778	793
"ENSG00000100296"	1142	4072	1287	1249	1036	1035	1135	4303	3356	4082	3834	3899
"ENSG00000100297"	2583	11465	1470	1106	922	1199	1887	11108	4583	9525	4737	2334
"ENSG00000100298"	0	1	6	4	6	0	0	6	10	0	13	20
"ENSG00000100299"	687	2590	1118	957	1123	931	908	3386	3524	2121	3401	3646
"ENSG00000100300"	3045	12858	4026	5378	4702	4623	4844	15801	11869	10679	13618	13757
"ENSG00000100302"	105	270	132	17	64	76	106	227	142	164	87	76
"ENSG00000100304"	1431	5224	1265	1046	936	746	1009	4090	2376	3335	2509	2104
"ENSG00000100307"	165	623	236	198	200	113	118	743	687	462	578	633
"ENSG00000100311"	0	1	0	0	5	0	0	4	2	0	5	5
"ENSG00000100312"	0	0	0	0	0	0	0	0	0	1	4	1
"ENSG00000100314"	0	6	0	0	4	0	0	5	4	1	5	18
"ENSG00000100316"	30858	123574	29627	25866	25879	27562	32357	129465	92484	114759	96076	84132
"ENSG00000100319"	183	719	314	242	233	202	223	1147	787	746	815	880
"ENSG00000100320"	3403	13851	7213	4602	4563	3628	4298	13717	13782	20398	18644	14290
"ENSG00000100321"	272	1097	490	461	655	526	384	2047	1705	1395	1933	2319
"ENSG00000100324"	535	1947	819	610	550	480	704	2038	1677	1861	1741	1943
"ENSG00000100325"	1754	6356	2065	1863	1662	1781	1845	6603	5816	5484	6197	5850
"ENSG00000100330"	110	358	173	105	169	105	116	409	440	426	566	590
"ENSG00000100335"	1782	6390	2279	1692	1835	1523	2011	5044	4781	5719	5371	5396
"ENSG00000100336"	0	0	0	0	0	0	2	5	7	7	0	0
"ENSG00000100341"	1	0	0	0	0	0	0	8	0	8	3	20
"ENSG00000100342"	35	164	53	22	92	2	14	165	196	108	159	53
"ENSG00000100344"	114	542	456	469	662	384	408	1268	1126	827	929	1749
"ENSG00000100345"	62832	185020	61346	42334	41919	47142	57665	155202	130723	153309	172006	126338
"ENSG00000100346"	0	0	0	0	2	0	0	2	2	5	0	0
"ENSG00000100347"	954	4165	1084	1023	861	1016	1298	4307	3093	3967	3414	3357
"ENSG00000100348"	1159	5087	2173	1606	1276	1443	1706	7408	4804	6088	5051	5062
"ENSG00000100350"	810	3190	762	576	648	631	716	2967	2286	2012	1452	878
"ENSG00000100351"	0	1	0	0	0	0	0	3	2	2	1	6
"ENSG00000100353"	6182	23662	6357	4759	5285	5351	7020	24339	15816	17616	14996	15403
"ENSG00000100354"	491	1926	964	799	820	738	802	1962	2931	3535	3604	2899
"ENSG00000100359"	11	60	29	17	31	20	35	69	37	39	69	28
"ENSG00000100360"	182	700	221	193	188	223	254	1068	612	638	508	541
"ENSG00000100362"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100364"	1300	4836	2164	1440	1920	1416	1671	5630	4485	5215	4558	5971
"ENSG00000100365"	0	0	0	0	2	0	0	0	0	0	0	3
"ENSG00000100368"	7	17	20	14	16	15	10	36	19	15	56	128
"ENSG00000100372"	808	3383	759	702	638	642	812	2721	2414	2862	2497	1790
"ENSG00000100373"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000100376"	352	1735	261	230	331	233	276	1915	1531	1182	1314	967
"ENSG00000100379"	690	2723	1018	801	548	681	935	3367	2016	2173	2373	2300
"ENSG00000100380"	4885	20163	7581	5364	6197	5412	6647	23915	18359	21816	19663	19451
"ENSG00000100385"	1	3	1	0	6	2	2	10	6	16	6	3
"ENSG00000100387"	1272	5180	980	1137	1044	921	1172	6258	3713	4913	3768	3279
"ENSG00000100393"	1605	5847	1935	1503	1981	1725	1630	4837	7475	7241	8069	7660
"ENSG00000100395"	820	2595	701	738	586	520	631	2163	2078	2102	1975	2011
"ENSG00000100399"	6	25	9	7	17	8	0	32	38	26	49	38
"ENSG00000100401"	6370	24727	6488	5421	4857	4956	5979	26039	18386	24838	24271	18600
"ENSG00000100403"	4617	17790	6591	6020	5094	5329	6027	20442	18403	21314	24115	20487
"ENSG00000100410"	997	4445	827	682	656	672	946	4347	2681	3949	2904	2045
"ENSG00000100412"	1341	5395	2228	1824	1876	1790	2223	7184	5052	5128	5594	5990
"ENSG00000100413"	803	3095	1172	925	692	815	1059	3236	2405	2801	2925	2546
"ENSG00000100416"	1268	4976	757	691	530	738	943	3975	2816	4033	3171	2117
"ENSG00000100417"	978	3359	934	914	864	1034	1239	4696	2893	2984	2816	3264
"ENSG00000100418"	1702	6528	1657	1531	1699	1737	2246	5998	5344	5955	6494	5158
"ENSG00000100422"	3047	10376	3922	2449	3079	2169	2983	8553	6376	9669	7471	5366
"ENSG00000100425"	875	3657	1045	623	683	684	788	2404	2950	2480	2838	2712
"ENSG00000100426"	832	3570	748	534	623	553	750	2061	1861	2487	2110	1580
"ENSG00000100427"	0	0	0	6	3	0	0	3	3	0	2	0
"ENSG00000100429"	8	61	24	14	7	5	25	70	26	27	58	40
"ENSG00000100433"	0	8	0	0	0	3	6	0	9	0	9	1
"ENSG00000100439"	504	1682	1435	1067	1368	861	1022	2523	2800	3374	3188	5268
"ENSG00000100441"	1264	5464	1494	1207	1494	1116	1066	4599	4937	4066	5234	4647
"ENSG00000100442"	821	3591	1115	666	577	765	1109	4339	2679	4764	3119	2649
"ENSG00000100445"	58	246	83	82	44	87	139	515	247	229	197	230
"ENSG00000100448"	0	0	0	0	0	0	0	0	0	0	4	0
"ENSG00000100450"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100453"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000100461"	1237	5103	1107	1000	1000	840	1141	4060	4306	5125	4225	2996
"ENSG00000100462"	945	3930	1075	865	551	782	917	4129	2183	3460	2601	2361
"ENSG00000100473"	0	2	0	0	0	0	0	6	0	6	6	1
"ENSG00000100478"	144	607	208	128	125	86	137	616	394	801	564	423
"ENSG00000100479"	239	1258	74	55	52	33	96	984	364	760	340	139
"ENSG00000100483"	198	880	191	139	155	151	198	653	491	473	536	536
"ENSG00000100485"	514	2518	558	591	888	494	529	1615	2069	2211	2386	2667
"ENSG00000100490"	269	1105	133	98	172	199	150	670	525	760	532	763
"ENSG00000100503"	2419	9007	2366	1764	2213	1560	1885	5833	5725	9104	6860	6681
"ENSG00000100504"	516	1971	1053	1013	894	850	1102	2990	2759	3231	3359	4440
"ENSG00000100505"	6	30	9	0	26	5	2	35	69	19	9	126
"ENSG00000100519"	2303	10510	2574	2068	2130	1913	2358	10999	7671	11546	8623	6770
"ENSG00000100522"	1828	7150	1450	1728	1396	1047	1381	3744	3147	4536	3969	2969
"ENSG00000100523"	802	3085	732	939	836	551	651	1972	2037	2362	2146	2595
"ENSG00000100526"	752	4140	232	156	80	339	542	4150	1203	3849	1610	977
"ENSG00000100528"	3075	12970	2770	2572	2723	2348	3157	11457	8778	10198	9370	7815
"ENSG00000100532"	257	924	228	200	242	190	188	907	843	880	932	994
"ENSG00000100554"	2734	11513	3373	2972	3499	2528	3449	11927	11562	11591	13039	9994
"ENSG00000100557"	0	0	0	0	0	0	0	1	0	0	4	8
"ENSG00000100558"	230	1179	579	319	308	410	367	1644	1010	1415	1026	574
"ENSG00000100564"	177	451	167	169	204	102	124	609	285	550	324	396
"ENSG00000100565"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100567"	1794	8229	1591	1357	1545	1231	1802	9078	4687	8587	5296	4965
"ENSG00000100568"	868	3260	1150	1048	971	898	1141	3361	2680	3338	3109	2950
"ENSG00000100575"	400	1671	219	205	195	256	287	1278	910	1193	788	745
"ENSG00000100577"	143	757	492	394	352	204	270	979	507	617	525	653
"ENSG00000100578"	760	3471	774	559	538	501	657	2689	2331	3371	2158	1859
"ENSG00000100580"	922	3646	651	471	488	442	531	1673	2164	2225	2422	1305
"ENSG00000100583"	41	162	55	22	22	33	49	111	97	100	80	80
"ENSG00000100591"	3403	14393	3536	3252	2942	2994	3809	12637	9937	12747	11227	9739
"ENSG00000100592"	167	700	311	335	397	310	291	674	946	893	890	1843
"ENSG00000100593"	1	1	7	1	6	0	0	12	4	11	20	52
"ENSG00000100596"	3255	12673	3999	3158	3768	2989	3517	7861	8960	11275	11454	7926
"ENSG00000100599"	1100	3719	924	729	736	947	1083	3752	4605	3521	5313	3567
"ENSG00000100600"	2175	8912	1998	2414	3188	2927	3249	8178	10681	6993	8743	14293
"ENSG00000100601"	317	1357	349	235	238	320	447	1256	1264	1251	1311	1211
"ENSG00000100603"	1260	5276	1398	982	934	885	1312	4488	3619	5277	4219	3229
"ENSG00000100604"	0	2	0	0	0	0	0	0	3	3	0	6
"ENSG00000100605"	1487	5211	1166	1028	1172	1008	1254	4023	3687	3836	3656	2769
"ENSG00000100612"	607	2370	1259	1193	1545	769	955	2921	2618	2243	2903	3306
"ENSG00000100614"	876	3770	1315	932	1123	896	1041	3181	3130	3862	3501	3272
"ENSG00000100625"	488	2209	540	361	341	387	509	1555	1932	2030	2876	3550
"ENSG00000100626"	119	445	94	161	86	34	37	201	323	142	265	357
"ENSG00000100628"	0	1	1	4	32	4	0	5	9	0	3	7
"ENSG00000100629"	398	1554	238	86	94	105	142	922	517	1197	572	220
"ENSG00000100632"	1955	9242	2014	1526	1440	1581	2004	10038	5334	9771	6649	4670
"ENSG00000100644"	7815	27235	10370	10417	9806	6030	8401	15927	15125	17518	18843	21010
"ENSG00000100647"	867	3369	1102	820	1457	764	892	2138	2910	2313	3202	3627
"ENSG00000100650"	1546	7019	3693	2086	2273	2004	2594	11078	7847	9447	7481	9531
"ENSG00000100652"	0	9	0	0	1	0	0	0	7	0	2	4
"ENSG00000100664"	7752	33539	5905	5319	5856	4237	5888	19749	25837	24634	26343	19741
"ENSG00000100665"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000100678"	0	10	0	0	3	1	0	1	6	14	14	29
"ENSG00000100697"	1740	6860	1690	1496	1480	1210	1150	3536	3518	4924	4071	3176
"ENSG00000100711"	624	2085	695	710	591	559	615	2133	1522	1731	1547	1786
"ENSG00000100714"	2896	11200	2216	1324	1586	1581	2438	10832	6068	9775	6324	4397
"ENSG00000100721"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000100722"	1622	6576	1543	1271	1436	1131	1495	5839	5076	6387	5146	4690
"ENSG00000100726"	1457	5683	1120	853	847	876	1185	5784	3142	3634	2836	2712
"ENSG00000100731"	2525	10029	4212	2839	3366	2792	3042	6408	10583	10137	14026	12534
"ENSG00000100739"	111	495	183	148	128	120	172	1047	687	1328	722	723
"ENSG00000100744"	740	3407	678	885	960	778	857	2544	2975	2448	3223	2672
"ENSG00000100749"	761	3296	406	277	182	311	628	2407	1153	2367	1235	731
"ENSG00000100764"	1859	6749	2146	1712	1406	1902	2506	7696	4583	7106	5372	4553
"ENSG00000100767"	28	178	52	34	62	87	59	308	396	103	227	477
"ENSG00000100784"	20	80	38	8	58	20	25	63	102	116	75	95
"ENSG00000100796"	1435	6367	1422	1100	1207	1129	1303	4542	4622	6560	5998	4703
"ENSG00000100802"	79	324	111	53	84	44	112	358	263	407	317	238
"ENSG00000100804"	3442	14678	4545	4363	4030	4057	4785	19326	13318	15128	15500	14024
"ENSG00000100811"	2000	8275	2281	1890	1927	1682	2000	7314	5755	8784	6836	8345
"ENSG00000100813"	4661	17479	5041	4330	3928	4185	5161	20875	16068	17807	17347	16266
"ENSG00000100814"	552	2746	521	476	550	548	726	2623	1932	2109	2015	1475
"ENSG00000100815"	1299	5914	1352	1580	1585	879	1021	3569	4871	5767	5345	4637
"ENSG00000100823"	3875	16399	4395	2907	2645	4045	4534	18583	13077	17702	13898	11818
"ENSG00000100836"	252	1013	293	236	170	199	197	1330	778	718	804	633
"ENSG00000100842"	547	2091	671	406	387	405	442	2130	1931	1836	1766	1045
"ENSG00000100852"	942	4401	1289	998	1559	956	1041	2375	4004	3941	4665	5299
"ENSG00000100865"	817	3431	1076	931	825	948	1133	3873	2718	3216	2872	2456
"ENSG00000100867"	2	15	0	16	24	7	41	90	223	68	197	36
"ENSG00000100883"	2416	10792	2756	2357	2609	2239	2778	8671	8043	9563	8668	7598
"ENSG00000100884"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000100888"	1832	7176	2522	1935	1852	1661	2040	6425	6574	8547	8083	7238
"ENSG00000100889"	1635	5354	1536	1038	1317	1009	1205	2346	3613	4265	2247	1831
"ENSG00000100890"	122	436	113	143	148	102	71	429	363	370	410	216
"ENSG00000100897"	887	3089	1188	1022	917	659	963	3256	2496	2861	2242	2295
"ENSG00000100902"	258	608	349	217	166	255	401	1083	645	819	640	558
"ENSG00000100906"	637	2742	398	300	334	367	417	3038	7015	3622	5986	4762
"ENSG00000100908"	256	943	204	136	67	219	207	1064	613	777	639	1098
"ENSG00000100911"	1635	6806	1546	1180	1137	1234	1550	9825	6255	8830	7281	4366
"ENSG00000100916"	171	853	252	188	159	108	190	668	641	970	744	506
"ENSG00000100918"	28	115	26	25	22	19	40	195	85	131	128	54
"ENSG00000100926"	120	576	149	167	223	205	259	652	575	622	669	584
"ENSG00000100934"	6311	24888	8426	7854	7362	6511	8302	18993	19258	26841	24841	21748
"ENSG00000100938"	517	1696	840	559	625	606	645	2592	2269	2491	2562	2408
"ENSG00000100941"	2127	9066	1391	1036	952	1059	1562	6822	3834	6613	4196	2785
"ENSG00000100949"	431	1863	672	525	629	475	505	2002	2232	1353	2043	1764
"ENSG00000100968"	2290	8853	2699	1784	2261	1814	1723	11106	8385	7524	8610	8158
"ENSG00000100979"	688	2620	405	538	682	645	830	3275	4463	1850	3326	3370
"ENSG00000100982"	440	1514	479	423	306	479	534	1799	1142	1771	1245	1551
"ENSG00000100983"	1328	4449	2614	1963	1674	1677	2127	7225	3616	5210	4509	5715
"ENSG00000100985"	0	2	0	5	2	0	0	4	27	0	10	3
"ENSG00000100987"	0	0	0	0	0	0	0	1	0	0	0	2
"ENSG00000100991"	3101	12299	3846	3576	3382	3255	4292	12812	11721	12412	13295	12497
"ENSG00000100994"	2808	9937	5203	3816	3724	3529	4172	11388	7797	10941	10291	11789
"ENSG00000100997"	1448	5691	1554	1281	1503	1548	1891	7937	5371	5163	5745	5826
"ENSG00000101000"	187	955	523	332	339	241	318	1869	1773	1282	1595	1575
