"SRR19779315"	"SRR19779318"	"SRR19779319"
"ENSG00000165060"	39	11	251
"ENSG00000165061"	24	6	2
"ENSG00000165066"	1	2	0
"ENSG00000165071"	6	4	12
"ENSG00000165072"	738	107	706
"ENSG00000165076"	285	30	9
"ENSG00000165078"	13	13	15
"ENSG00000165084"	7	6	12
"ENSG00000165091"	2	5	9
"ENSG00000165092"	0	5	2
"ENSG00000165097"	330	190	1094
"ENSG00000165102"	350	163	3952
"ENSG00000165105"	20	36	23
"ENSG00000165113"	38	114	57
"ENSG00000165115"	80	218	215
"ENSG00000165118"	175	177	467
"ENSG00000165119"	6945	2300	18291
"ENSG00000165120"	11	18	1
"ENSG00000165121"	4	1	14
"ENSG00000165124"	959	302	6590
"ENSG00000165125"	0	1	2
"ENSG00000165131"	0	0	0
"ENSG00000165138"	182	45	1374
"ENSG00000165140"	0	5	0
"ENSG00000165152"	352	46	1400
"ENSG00000165156"	668	189	2003
"ENSG00000165164"	0	0	0
"ENSG00000165168"	7	74	0
"ENSG00000165169"	500	258	1959
"ENSG00000165171"	50	13	52
"ENSG00000165175"	365	106	2065
"ENSG00000165178"	7	14	2
"ENSG00000165181"	144	109	334
"ENSG00000165182"	5	3	1
"ENSG00000165185"	30	67	154
"ENSG00000165186"	0	10	0
"ENSG00000165188"	70	92	1
"ENSG00000165192"	6	7	1
"ENSG00000165194"	49	109	1
"ENSG00000165195"	218	37	280
"ENSG00000165197"	5	11	8
"ENSG00000165202"	12	15	28
"ENSG00000165204"	12	28	4
"ENSG00000165209"	298	182	408
"ENSG00000165215"	2	4	6
"ENSG00000165219"	4777	916	4149
"ENSG00000165233"	371	117	1076
"ENSG00000165238"	3	13	0
"ENSG00000165240"	1387	293	2803
"ENSG00000165244"	709	169	512
"ENSG00000165246"	335	219	1382
"ENSG00000165259"	811	200	441
"ENSG00000165264"	693	89	1006
"ENSG00000165269"	7	60	1
"ENSG00000165271"	2346	450	4276
"ENSG00000165272"	69	74	175
"ENSG00000165275"	238	42	331
"ENSG00000165280"	5268	967	17450
"ENSG00000165282"	353	80	1320
"ENSG00000165283"	1050	200	2784
"ENSG00000165288"	2135	646	1983
"ENSG00000165300"	51	44	470
"ENSG00000165304"	397	143	1662
"ENSG00000165309"	0	0	0
"ENSG00000165312"	120	27	226
"ENSG00000165322"	1491	985	2361
"ENSG00000165323"	376	428	833
"ENSG00000165325"	2	32	3
"ENSG00000165338"	1101	450	1122
"ENSG00000165349"	3	6	1
"ENSG00000165355"	894	220	590
"ENSG00000165359"	285	111	596
"ENSG00000165370"	0	11	2
"ENSG00000165376"	67	69	19
"ENSG00000165379"	58	31	139
"ENSG00000165383"	0	0	0
"ENSG00000165389"	141	90	986
"ENSG00000165392"	1160	200	1507
"ENSG00000165406"	1025	147	1174
"ENSG00000165409"	56	67	16
"ENSG00000165410"	1371	241	4642
"ENSG00000165416"	4215	1326	3434
"ENSG00000165417"	551	203	2750
"ENSG00000165424"	547	218	4147
"ENSG00000165434"	403	128	1085
"ENSG00000165443"	40	43	1
"ENSG00000165449"	29	11	16
"ENSG00000165457"	3	22	0
"ENSG00000165458"	2396	854	8429
"ENSG00000165462"	9	5	11
"ENSG00000165471"	9	52	0
"ENSG00000165474"	3	8	3
"ENSG00000165475"	79	19	328
"ENSG00000165476"	718	217	3951
"ENSG00000165478"	6	3	2
"ENSG00000165480"	329	273	651
"ENSG00000165487"	848	198	1694
"ENSG00000165490"	397	40	433
"ENSG00000165494"	2269	1617	2459
"ENSG00000165495"	40	35	352
"ENSG00000165496"	0	0	3
"ENSG00000165501"	144	76	380
"ENSG00000165502"	1043	185	2966
"ENSG00000165506"	227	77	427
"ENSG00000165507"	328	11	449
"ENSG00000165509"	0	0	0
"ENSG00000165511"	67	14	45
"ENSG00000165512"	87	20	399
"ENSG00000165516"	486	151	1064
"ENSG00000165521"	145	105	268
"ENSG00000165525"	2060	536	2786
"ENSG00000165526"	994	225	820
"ENSG00000165527"	1273	248	5578
"ENSG00000165533"	360	136	1456
"ENSG00000165548"	0	19	4
"ENSG00000165553"	1	6	0
"ENSG00000165555"	10	17	30
"ENSG00000165556"	2	6	0
"ENSG00000165566"	0	40	0
"ENSG00000165568"	62	31	97
"ENSG00000165572"	448	70	1025
"ENSG00000165583"	0	0	0
"ENSG00000165584"	0	1	0
"ENSG00000165588"	0	12	0
"ENSG00000165591"	3	4	3
"ENSG00000165606"	2	3	3
"ENSG00000165609"	737	233	1442
"ENSG00000165617"	175	112	358
"ENSG00000165621"	0	2	0
"ENSG00000165623"	2	17	0
"ENSG00000165626"	190	71	394
"ENSG00000165629"	1652	528	3998
"ENSG00000165630"	3280	880	1575
"ENSG00000165632"	947	693	897
"ENSG00000165633"	507	111	1275
"ENSG00000165637"	4092	851	5105
"ENSG00000165643"	0	0	0
"ENSG00000165644"	217	38	195
"ENSG00000165646"	160	144	12
"ENSG00000165650"	2079	724	2867
"ENSG00000165655"	264	77	1102
"ENSG00000165660"	317	190	1061
"ENSG00000165661"	406	109	1751
"ENSG00000165669"	1765	558	1286
"ENSG00000165671"	4459	915	6623
"ENSG00000165672"	1437	236	3694
"ENSG00000165675"	205	124	462
"ENSG00000165678"	1358	265	4422
"ENSG00000165682"	0	7	0
"ENSG00000165684"	1295	800	1398
"ENSG00000165685"	30	13	140
"ENSG00000165688"	2202	729	2477
"ENSG00000165689"	276	172	1645
"ENSG00000165694"	22	42	0
"ENSG00000165695"	5	121	18
"ENSG00000165698"	136	62	145
"ENSG00000165699"	5178	1280	4267
"ENSG00000165702"	24	24	6
"ENSG00000165704"	156	88	528
"ENSG00000165714"	119	70	494
"ENSG00000165716"	131	100	50
"ENSG00000165724"	186	54	1082
"ENSG00000165730"	3	20	23
"ENSG00000165731"	21	10	26
"ENSG00000165732"	9352	1484	7966
"ENSG00000165733"	7207	714	3766
"ENSG00000165752"	107	54	348
"ENSG00000165757"	635	395	8241
"ENSG00000165762"	0	8	0
"ENSG00000165775"	572	112	1116
"ENSG00000165782"	425	169	774
"ENSG00000165792"	427	74	935
"ENSG00000165794"	3	12	7
"ENSG00000165795"	13	26	20
"ENSG00000165799"	1	4	2
"ENSG00000165801"	812	316	6155
"ENSG00000165802"	640	265	2013
"ENSG00000165804"	99	341	422
"ENSG00000165805"	142	71	0
"ENSG00000165806"	1004	231	1034
"ENSG00000165807"	24	200	15
"ENSG00000165810"	5	5	0
"ENSG00000165813"	2453	482	1437
"ENSG00000165816"	3	1	2
"ENSG00000165819"	625	440	1525
"ENSG00000165821"	223	180	1006
"ENSG00000165828"	0	0	2
"ENSG00000165832"	387	91	1029
"ENSG00000165837"	46	11	7
"ENSG00000165841"	3	34	0
"ENSG00000165861"	757	342	1499
"ENSG00000165863"	2	14	0
"ENSG00000165868"	430	988	1023
"ENSG00000165874"	0	1	17
"ENSG00000165879"	33	23	104
"ENSG00000165886"	450	117	1177
"ENSG00000165887"	5	19	11
"ENSG00000165891"	411	168	1648
"ENSG00000165895"	2329	481	1353
"ENSG00000165898"	135	61	304
"ENSG00000165899"	7	51	16
"ENSG00000165905"	3	48	13
"ENSG00000165912"	239	137	1045
"ENSG00000165914"	399	362	1052
"ENSG00000165915"	1244	217	5662
"ENSG00000165916"	1883	877	5274
"ENSG00000165917"	167	109	18
"ENSG00000165923"	116	55	40
"ENSG00000165929"	23	85	13
"ENSG00000165934"	1001	681	5143
"ENSG00000165935"	6	54	7
"ENSG00000165943"	390	41	485
"ENSG00000165948"	305	37	454
"ENSG00000165949"	33	21	43
"ENSG00000165953"	5	1	0
"ENSG00000165959"	5	34	11
"ENSG00000165966"	0	4	0
"ENSG00000165970"	0	5	0
"ENSG00000165972"	168	71	14
"ENSG00000165973"	0	4	0
"ENSG00000165983"	65	33	231
"ENSG00000165985"	2	21	14
"ENSG00000165995"	194	108	133
"ENSG00000165996"	364	99	1045
"ENSG00000165997"	7341	426	2391
"ENSG00000166002"	20	30	152
"ENSG00000166004"	1017	886	1560
"ENSG00000166006"	13	38	0
"ENSG00000166007"	0	2	0
"ENSG00000166012"	3503	1844	3706
"ENSG00000166013"	2	5	0
"ENSG00000166016"	744	1099	337
"ENSG00000166024"	1004	184	880
"ENSG00000166025"	2961	844	7796
"ENSG00000166033"	1619	282	7268
"ENSG00000166035"	14	96	13
"ENSG00000166037"	1123	363	1323
"ENSG00000166046"	215	78	638
"ENSG00000166049"	0	2	0
"ENSG00000166068"	2773	897	3819
"ENSG00000166069"	1	4	0
"ENSG00000166073"	1566	374	5937
"ENSG00000166086"	1790	390	3008
"ENSG00000166090"	0	8	0
"ENSG00000166091"	1	9	0
"ENSG00000166104"	7	1	0
"ENSG00000166105"	0	15	1
"ENSG00000166106"	181	14	434
"ENSG00000166111"	1	7	1
"ENSG00000166118"	0	1	0
"ENSG00000166123"	435	182	1821
"ENSG00000166126"	62	20	10
"ENSG00000166128"	2331	430	2144
"ENSG00000166130"	877	211	5364
"ENSG00000166133"	181	35	421
"ENSG00000166135"	1487	326	4180
"ENSG00000166136"	140	9	234
"ENSG00000166140"	206	88	790
"ENSG00000166143"	6	0	1
"ENSG00000166145"	24	7	23
"ENSG00000166147"	15669	2251	55951
"ENSG00000166148"	0	2	0
"ENSG00000166152"	0	0	0
"ENSG00000166153"	65	63	50
"ENSG00000166159"	0	33	0
"ENSG00000166160"	0	0	0
"ENSG00000166164"	1911	250	2233
"ENSG00000166165"	1303	741	1643
"ENSG00000166166"	232	74	929
"ENSG00000166167"	1348	307	2219
"ENSG00000166169"	179	46	812
"ENSG00000166170"	601	246	1821
"ENSG00000166171"	187	62	445
"ENSG00000166173"	765	172	2334
"ENSG00000166181"	1876	538	3890
"ENSG00000166183"	0	0	1
"ENSG00000166188"	119	19	671
"ENSG00000166189"	441	27	1071
"ENSG00000166192"	84	22	126
"ENSG00000166197"	3179	789	3936
"ENSG00000166199"	408	99	737
"ENSG00000166200"	5369	1366	4151
"ENSG00000166206"	12	16	21
"ENSG00000166211"	2	3	0
"ENSG00000166220"	0	2	5
"ENSG00000166224"	1213	139	2356
"ENSG00000166225"	8465	1488	1824
"ENSG00000166226"	6082	1661	7032
"ENSG00000166228"	172	28	474
"ENSG00000166233"	6818	1699	3926
"ENSG00000166246"	12	17	69
"ENSG00000166250"	2300	557	10838
"ENSG00000166257"	14	45	23
"ENSG00000166260"	542	196	1142
"ENSG00000166261"	435	244	751
"ENSG00000166262"	245	140	141
"ENSG00000166263"	1333	353	1315
"ENSG00000166265"	0	6	3
"ENSG00000166266"	2038	448	2144
"ENSG00000166268"	0	21	1
"ENSG00000166272"	317	70	1576
"ENSG00000166275"	136	26	285
"ENSG00000166278"	33	40	23
"ENSG00000166289"	52	11	250
"ENSG00000166292"	6	5	23
"ENSG00000166295"	198	41	1067
"ENSG00000166311"	619	72	5533
"ENSG00000166313"	459	228	2184
"ENSG00000166317"	66	63	134
"ENSG00000166321"	444	59	169
"ENSG00000166323"	47	50	76
"ENSG00000166326"	2630	680	4868
"ENSG00000166329"	1	9	0
"ENSG00000166333"	111	18	201
"ENSG00000166337"	207	71	526
"ENSG00000166340"	370	223	4477
"ENSG00000166341"	173	156	2244
"ENSG00000166342"	6	2	7
"ENSG00000166343"	63	63	156
"ENSG00000166347"	267	111	839
"ENSG00000166348"	261	134	477
"ENSG00000166349"	18	24	39
"ENSG00000166351"	1	1	0
"ENSG00000166352"	66	23	320
"ENSG00000166359"	41	25	36
"ENSG00000166363"	4	1	15
"ENSG00000166368"	4	1	8
"ENSG00000166377"	1472	468	1319
"ENSG00000166387"	286	60	322
"ENSG00000166391"	0	6	0
"ENSG00000166394"	80	26	127
"ENSG00000166396"	99	14	554
"ENSG00000166398"	580	355	1828
"ENSG00000166401"	162	41	715
"ENSG00000166402"	436	95	1611
"ENSG00000166405"	80	35	18
"ENSG00000166407"	0	2	0
"ENSG00000166408"	7	2	2
"ENSG00000166411"	370	106	801
"ENSG00000166415"	1	3	0
"ENSG00000166426"	0	3	0
"ENSG00000166428"	13	4	22
"ENSG00000166432"	1	32	0
"ENSG00000166435"	385	204	547
"ENSG00000166436"	171	142	807
"ENSG00000166439"	1033	329	1677
"ENSG00000166441"	16177	3633	20500
"ENSG00000166444"	1844	462	3495
"ENSG00000166446"	553	181	934
"ENSG00000166448"	35	18	395
"ENSG00000166450"	1219	159	240
"ENSG00000166451"	586	135	811
"ENSG00000166452"	302	76	1046
"ENSG00000166454"	695	382	2685
"ENSG00000166455"	5	0	2
"ENSG00000166471"	993	91	1908
"ENSG00000166473"	13	27	34
"ENSG00000166477"	1321	190	1250
"ENSG00000166478"	466	257	813
"ENSG00000166479"	4149	339	6314
"ENSG00000166482"	655	92	5060
"ENSG00000166483"	1766	263	2171
"ENSG00000166484"	230	100	1380
"ENSG00000166492"	8	4	29
"ENSG00000166501"	0	2	0
"ENSG00000166503"	1132	481	3041
"ENSG00000166507"	18	15	28
"ENSG00000166508"	2750	760	5709
"ENSG00000166509"	4	54	0
"ENSG00000166510"	457	143	1285
"ENSG00000166523"	0	0	0
"ENSG00000166526"	719	371	1743
"ENSG00000166527"	0	5	0
"ENSG00000166529"	72	107	213
"ENSG00000166530"	0	0	0
"ENSG00000166532"	578	112	1096
"ENSG00000166535"	5	23	4
"ENSG00000166546"	4	10	13
"ENSG00000166548"	262	63	874
"ENSG00000166557"	1195	273	5684
"ENSG00000166558"	1	13	0
"ENSG00000166562"	340	37	576
"ENSG00000166569"	21	118	0
"ENSG00000166573"	0	6	0
"ENSG00000166575"	887	234	1155
"ENSG00000166578"	4	10	16
"ENSG00000166579"	1435	365	3554
"ENSG00000166582"	127	31	443
"ENSG00000166589"	32	46	1
"ENSG00000166592"	3197	471	129
"ENSG00000166595"	745	178	1367
"ENSG00000166596"	1	3	6
"ENSG00000166598"	6269	1075	36177
"ENSG00000166603"	6	27	0
"ENSG00000166619"	1062	396	2275
"ENSG00000166634"	0	1	0
"ENSG00000166664"	6	3	0
"ENSG00000166669"	136	157	78
"ENSG00000166670"	35	21	336
"ENSG00000166676"	7	5	17
"ENSG00000166681"	1181	239	5985
"ENSG00000166682"	339	21	27
"ENSG00000166685"	438	157	1767
"ENSG00000166689"	0	116	3
"ENSG00000166693"	0	0	0
"ENSG00000166704"	139	49	566
"ENSG00000166707"	49	9	43
"ENSG00000166710"	7822	1981	31927
"ENSG00000166716"	214	182	2206
"ENSG00000166734"	1276	268	5259
"ENSG00000166736"	0	1	0
"ENSG00000166741"	284	87	2105
"ENSG00000166743"	32	85	0
"ENSG00000166747"	2977	1011	5627
"ENSG00000166750"	2069	646	8315
"ENSG00000166762"	22	36	61
"ENSG00000166763"	0	1	0
"ENSG00000166770"	195	31	312
"ENSG00000166780"	744	133	943
"ENSG00000166783"	641	330	2548
"ENSG00000166787"	0	0	0
"ENSG00000166788"	415	88	566
"ENSG00000166793"	46	37	443
"ENSG00000166794"	1405	221	6755
"ENSG00000166796"	16	81	23
"ENSG00000166797"	283	42	809
"ENSG00000166800"	27	92	26
"ENSG00000166801"	818	77	2492
"ENSG00000166803"	89	17	232
"ENSG00000166813"	556	163	1321
"ENSG00000166816"	38	22	49
"ENSG00000166819"	11	9	3
"ENSG00000166821"	44	8	152
"ENSG00000166822"	84	23	421
"ENSG00000166823"	5	0	2
"ENSG00000166825"	527	157	5594
"ENSG00000166828"	2	1	0
"ENSG00000166831"	8	8	40
"ENSG00000166833"	1111	735	3085
"ENSG00000166839"	67	102	177
"ENSG00000166840"	14	64	53
"ENSG00000166845"	347	130	628
"ENSG00000166847"	4942	879	4497
"ENSG00000166848"	1240	145	2019
"ENSG00000166851"	1332	325	983
"ENSG00000166855"	652	209	1823
"ENSG00000166856"	1	28	5
"ENSG00000166860"	315	84	599
"ENSG00000166862"	0	7	0
"ENSG00000166863"	1	26	15
"ENSG00000166866"	7	77	5
"ENSG00000166869"	2	3	0
"ENSG00000166881"	833	240	1345
"ENSG00000166884"	0	4	0
"ENSG00000166886"	390	111	2561
"ENSG00000166887"	3233	851	4057
"ENSG00000166888"	1212	647	4750
"ENSG00000166889"	1003	464	1854
"ENSG00000166896"	30	30	75
"ENSG00000166897"	180	82	2710
"ENSG00000166900"	2120	394	728
"ENSG00000166902"	638	119	895
"ENSG00000166908"	877	91	911
"ENSG00000166912"	714	200	1114
"ENSG00000166913"	2195	469	10251
"ENSG00000166917"	1	1	0
"ENSG00000166920"	46	5	1
"ENSG00000166922"	12	11	4
"ENSG00000166923"	17394	1309	32684
"ENSG00000166924"	21	15	24
"ENSG00000166925"	352	75	1832
"ENSG00000166926"	1	2	0
"ENSG00000166927"	0	8	1
"ENSG00000166928"	4	1	0
"ENSG00000166930"	0	1	0
"ENSG00000166938"	220	60	929
"ENSG00000166946"	472	71	1017
"ENSG00000166947"	1	7	2
"ENSG00000166948"	7	28	0
"ENSG00000166949"	1437	356	9889
"ENSG00000166959"	0	0	0
"ENSG00000166960"	9	12	36
"ENSG00000166961"	3	1	0
"ENSG00000166963"	2956	872	34784
"ENSG00000166965"	109	58	553
"ENSG00000166971"	188	49	592
"ENSG00000166974"	1274	225	1619
"ENSG00000166979"	6	7	18
"ENSG00000166984"	0	1	0
"ENSG00000166986"	2887	1064	7875
"ENSG00000166987"	168	163	1388
"ENSG00000166997"	190	51	697
"ENSG00000167004"	4155	613	21198
"ENSG00000167005"	1144	109	1119
"ENSG00000167011"	6	16	6
"ENSG00000167014"	0	9	0
"ENSG00000167034"	99	18	155
"ENSG00000167037"	1	0	0
"ENSG00000167046"	1	0	4
"ENSG00000167065"	27	10	173
"ENSG00000167074"	110	102	344
"ENSG00000167077"	13	37	39
"ENSG00000167080"	6	54	13
"ENSG00000167081"	1166	469	1031
"ENSG00000167083"	5	7	5
"ENSG00000167085"	671	191	2037
"ENSG00000167088"	498	115	1525
"ENSG00000167094"	12	32	2
"ENSG00000167098"	0	10	0
"ENSG00000167100"	94	127	989
"ENSG00000167103"	36	27	87
"ENSG00000167104"	0	12	0
"ENSG00000167105"	47	31	139
"ENSG00000167106"	262	204	1292
"ENSG00000167107"	403	133	982
"ENSG00000167110"	1183	567	6334
"ENSG00000167112"	651	156	1090
"ENSG00000167113"	353	89	1278
"ENSG00000167114"	278	64	1334
"ENSG00000167117"	583	76	4
"ENSG00000167118"	1362	283	1646
"ENSG00000167123"	818	198	6648
"ENSG00000167130"	228	52	934
"ENSG00000167131"	36	14	34
"ENSG00000167136"	22	5	53
"ENSG00000167139"	0	1	0
"ENSG00000167157"	196	80	540
"ENSG00000167165"	0	3	0
"ENSG00000167173"	277	40	784
"ENSG00000167178"	6	4	0
"ENSG00000167182"	60	78	536
"ENSG00000167183"	7	7	18
"ENSG00000167186"	151	59	427
"ENSG00000167191"	149	84	622
"ENSG00000167193"	1626	219	4823
"ENSG00000167194"	0	5	1
"ENSG00000167195"	0	17	0
"ENSG00000167196"	2608	1453	2200
"ENSG00000167202"	912	195	2852
"ENSG00000167207"	6	22	1
"ENSG00000167208"	0	4	0
"ENSG00000167210"	1	10	0
"ENSG00000167216"	585	112	314
"ENSG00000167220"	178	18	134
"ENSG00000167232"	800	576	1418
"ENSG00000167244"	250	1102	1166
"ENSG00000167257"	132	99	858
"ENSG00000167258"	2031	1170	4862
"ENSG00000167261"	1	8	1
"ENSG00000167264"	320	141	589
"ENSG00000167272"	364	81	680
"ENSG00000167280"	185	183	954
"ENSG00000167281"	7	46	18
"ENSG00000167283"	993	104	408
"ENSG00000167286"	0	14	0
"ENSG00000167291"	631	126	4188
"ENSG00000167302"	376	121	492
"ENSG00000167306"	11	29	85
"ENSG00000167311"	11	9	61
"ENSG00000167315"	263	70	1202
"ENSG00000167323"	811	260	1868
"ENSG00000167325"	1089	315	4580
"ENSG00000167332"	3	0	7
"ENSG00000167333"	105	18	643
"ENSG00000167346"	0	1	7
"ENSG00000167355"	6	16	10
"ENSG00000167359"	0	4	1
"ENSG00000167360"	0	6	1
"ENSG00000167363"	28	28	171
"ENSG00000167371"	67	71	248
"ENSG00000167377"	173	92	168
"ENSG00000167378"	1333	240	3759
"ENSG00000167380"	901	262	966
"ENSG00000167384"	180	97	479
"ENSG00000167390"	0	0	0
"ENSG00000167393"	0	0	0
"ENSG00000167394"	210	20	514
"ENSG00000167395"	847	189	1853
"ENSG00000167397"	164	33	360
"ENSG00000167414"	3	10	8
"ENSG00000167419"	6	15	0
"ENSG00000167434"	20	36	0
"ENSG00000167447"	698	156	885
"ENSG00000167459"	6	1	0
"ENSG00000167460"	13126	4421	61878
"ENSG00000167461"	439	125	977
"ENSG00000167468"	2436	717	7459
"ENSG00000167470"	654	232	5647
"ENSG00000167476"	88	13	14
"ENSG00000167483"	11	31	29
"ENSG00000167487"	166	83	292
"ENSG00000167491"	1989	881	5117
"ENSG00000167494"	0	0	0
"ENSG00000167508"	465	132	2163
"ENSG00000167513"	421	136	1210
"ENSG00000167515"	496	125	1047
"ENSG00000167522"	4112	1588	9417
"ENSG00000167523"	374	35	352
"ENSG00000167524"	114	131	273
"ENSG00000167525"	170	135	107
"ENSG00000167526"	14021	6055	23765
"ENSG00000167528"	106	86	412
"ENSG00000167531"	17	10	0
"ENSG00000167535"	457	399	2615
"ENSG00000167536"	23	10	55
"ENSG00000167543"	460	84	1562
"ENSG00000167548"	1321	909	10054
"ENSG00000167549"	47	66	295
"ENSG00000167550"	21	29	23
"ENSG00000167552"	6482	610	30209
"ENSG00000167553"	1980	434	6117
"ENSG00000167554"	31	49	172
"ENSG00000167555"	389	109	1145
"ENSG00000167562"	272	124	384
"ENSG00000167565"	1076	127	817
"ENSG00000167566"	728	597	3291
"ENSG00000167578"	8	19	21
"ENSG00000167580"	0	12	0
"ENSG00000167588"	11	55	7
"ENSG00000167595"	103	114	673
"ENSG00000167600"	127	41	495
"ENSG00000167601"	3518	894	28634
"ENSG00000167604"	158	45	219
"ENSG00000167608"	63	101	123
"ENSG00000167612"	0	1	0
"ENSG00000167613"	0	30	2
"ENSG00000167614"	33	21	172
"ENSG00000167615"	1742	964	7669
"ENSG00000167617"	106	41	663
"ENSG00000167618"	0	5	0
"ENSG00000167619"	1	55	14
"ENSG00000167625"	307	111	929
"ENSG00000167632"	193	83	940
"ENSG00000167633"	0	0	0
"ENSG00000167634"	1	3	0
"ENSG00000167635"	703	113	4164
"ENSG00000167637"	607	93	551
"ENSG00000167641"	12	8	65
"ENSG00000167642"	20	2	8
"ENSG00000167644"	0	0	0
"ENSG00000167645"	489	65	1831
"ENSG00000167646"	1	0	3
"ENSG00000167653"	13	1	20
"ENSG00000167654"	4	27	48
"ENSG00000167656"	1	1	0
"ENSG00000167657"	2231	614	3956
"ENSG00000167658"	41560	16400	106421
"ENSG00000167664"	0	3	0
"ENSG00000167670"	383	198	1483
"ENSG00000167671"	819	606	3426
"ENSG00000167674"	1482	770	3426
"ENSG00000167676"	64	65	112
"ENSG00000167680"	7	12	56
"ENSG00000167685"	146	73	935
"ENSG00000167693"	859	244	3704
"ENSG00000167695"	261	69	1327
"ENSG00000167699"	575	163	1615
"ENSG00000167700"	332	21	295
"ENSG00000167701"	25	20	107
"ENSG00000167702"	203	174	521
"ENSG00000167703"	284	706	518
"ENSG00000167705"	35	33	130
"ENSG00000167711"	5	28	2
"ENSG00000167716"	502	74	1807
"ENSG00000167720"	187	43	266
"ENSG00000167721"	1617	404	2721
"ENSG00000167723"	4	16	5
"ENSG00000167733"	66	53	142
"ENSG00000167740"	1940	1100	571
"ENSG00000167741"	14	2	0
"ENSG00000167747"	0	0	0
"ENSG00000167748"	0	3	0
"ENSG00000167749"	0	0	0
"ENSG00000167751"	0	1	0
"ENSG00000167754"	0	0	0
"ENSG00000167755"	0	0	0
"ENSG00000167757"	0	0	0
"ENSG00000167759"	1	2	0
"ENSG00000167766"	444	139	1466
"ENSG00000167767"	66	16	296
"ENSG00000167768"	0	1	0
"ENSG00000167769"	1	7	0
"ENSG00000167770"	630	175	2225
"ENSG00000167771"	184	28	368
"ENSG00000167772"	141	48	420
"ENSG00000167774"	0	0	1
"ENSG00000167775"	220	63	986
"ENSG00000167778"	360	156	1407
"ENSG00000167779"	666	114	3351
"ENSG00000167780"	3	6	6
"ENSG00000167785"	222	114	718
"ENSG00000167791"	0	1	0
"ENSG00000167792"	1186	387	3713
"ENSG00000167797"	208	40	702
"ENSG00000167798"	0	3	0
"ENSG00000167799"	16	8	79
"ENSG00000167800"	5	2	3
"ENSG00000167807"	0	0	0
"ENSG00000167815"	614	239	2326
"ENSG00000167822"	0	0	0
"ENSG00000167825"	0	1	0
"ENSG00000167840"	83	15	250
"ENSG00000167842"	261	59	653
"ENSG00000167850"	0	0	2
"ENSG00000167851"	0	1	0
"ENSG00000167858"	0	60	2
"ENSG00000167861"	8	10	20
"ENSG00000167862"	304	81	804
"ENSG00000167863"	588	196	1656
"ENSG00000167874"	37	29	40
"ENSG00000167880"	13	194	2
"ENSG00000167881"	2960	1009	3670
"ENSG00000167889"	23	52	193
"ENSG00000167895"	12	7	0
"ENSG00000167900"	452	133	2549
"ENSG00000167904"	124	93	584
"ENSG00000167910"	7	24	2
"ENSG00000167912"	31	24	114
"ENSG00000167914"	7	33	2
"ENSG00000167916"	0	2	0
"ENSG00000167920"	89	13	239
"ENSG00000167925"	65	14	312
"ENSG00000167930"	312	90	3896
"ENSG00000167941"	0	11	0
"ENSG00000167962"	440	248	1946
"ENSG00000167964"	703	126	234
"ENSG00000167965"	245	101	1082
"ENSG00000167967"	358	197	1333
"ENSG00000167968"	34	26	34
"ENSG00000167969"	519	242	881
"ENSG00000167971"	7	17	31
"ENSG00000167972"	8	35	53
"ENSG00000167977"	477	224	1422
"ENSG00000167978"	4002	2027	26054
"ENSG00000167981"	816	101	221
"ENSG00000167984"	66	64	54
"ENSG00000167985"	111	24	170
"ENSG00000167986"	12097	3095	15186
"ENSG00000167987"	177	41	629
"ENSG00000167992"	104	254	141
"ENSG00000167994"	64	28	405
"ENSG00000167995"	139	90	329
"ENSG00000167996"	2979	2796	9464
"ENSG00000168000"	147	149	116
"ENSG00000168002"	451	162	1109
"ENSG00000168003"	3744	474	6912
"ENSG00000168004"	0	7	0
"ENSG00000168005"	573	164	1637
"ENSG00000168010"	493	196	725
"ENSG00000168014"	1659	462	2044
"ENSG00000168016"	1113	453	2119
"ENSG00000168026"	57	160	158
"ENSG00000168028"	25215	13487	26205
"ENSG00000168032"	4	56	17
"ENSG00000168036"	9656	1816	15646
"ENSG00000168038"	687	330	459
"ENSG00000168040"	46	3	183
"ENSG00000168056"	431	345	3896
"ENSG00000168060"	33	73	33
"ENSG00000168061"	136	55	288
"ENSG00000168062"	17	18	54
"ENSG00000168065"	1	1	0
"ENSG00000168066"	1661	665	6642
"ENSG00000168067"	282	103	937
"ENSG00000168070"	5	7	8
"ENSG00000168071"	68	71	52
"ENSG00000168077"	720	199	8404
"ENSG00000168078"	360	85	837
"ENSG00000168079"	0	14	0
"ENSG00000168081"	0	6	0
"ENSG00000168090"	911	378	4138
"ENSG00000168092"	1834	408	5755
"ENSG00000168096"	635	278	1018
"ENSG00000168101"	216	46	711
"ENSG00000168116"	630	144	915
"ENSG00000168118"	732	166	1300
"ENSG00000168122"	0	0	0
"ENSG00000168124"	13	42	11
"ENSG00000168126"	9	30	1
"ENSG00000168129"	0	0	0
"ENSG00000168131"	21	25	1
"ENSG00000168135"	0	6	2
"ENSG00000168137"	6060	1604	8084
"ENSG00000168140"	1139	148	6310
"ENSG00000168143"	46	5	8
"ENSG00000168148"	1	1	7
"ENSG00000168152"	343	96	137
"ENSG00000168158"	2	2	0
"ENSG00000168159"	1256	446	3469
"ENSG00000168172"	3710	826	5747
"ENSG00000168175"	1049	327	5278
"ENSG00000168209"	726	72	2308
"ENSG00000168214"	4069	1046	9456
