"240827_n6"	"240905_n6"	"241210_ICP4"	"241210_n6"	"241213_ICP4"	"241213_n6"	"241217_n6"
"ENSG00000120889"	28323	23698	37744	21221	27625	21027	11123
"ENSG00000120896"	7033	8830	6541	9050	5754	4878	2926
"ENSG00000120899"	626	380	481	442	656	404	200
"ENSG00000120903"	0	8	0	0	0	0	0
"ENSG00000120907"	0	0	8	0	3	4	0
"ENSG00000120910"	6126	2574	6726	5218	5482	3179	1618
"ENSG00000120913"	1308	2240	2046	3037	2470	1578	920
"ENSG00000120915"	112	94	95	130	127	100	16
"ENSG00000120925"	2147	2352	2254	2117	2437	2135	1014
"ENSG00000120937"	9	4	33	50	40	21	0
"ENSG00000120942"	2179	2460	2456	2319	2585	2025	1077
"ENSG00000120948"	10760	18878	8909	8419	11205	11148	7455
"ENSG00000120949"	61	36	65	19	12	16	11
"ENSG00000120952"	0	0	0	0	0	0	0
"ENSG00000120963"	2878	3046	3160	3226	2997	2479	1517
"ENSG00000120992"	3450	4173	3900	2057	2630	3059	2499
"ENSG00000121005"	27	19	0	2	10	22	3
"ENSG00000121022"	4687	6020	5023	6293	5960	4761	3104
"ENSG00000121039"	6004	4658	3623	3706	3383	4971	2712
"ENSG00000121053"	0	1	0	0	1	0	0
"ENSG00000121057"	5739	6354	2604	3764	2446	3544	2127
"ENSG00000121058"	1663	1904	2050	1256	1680	1273	774
"ENSG00000121060"	10314	8372	11343	4891	7336	4469	2779
"ENSG00000121064"	13767	10912	15325	17101	14820	10434	7471
"ENSG00000121067"	4190	5049	5192	3539	5102	3993	2018
"ENSG00000121068"	7903	8732	4073	8056	3294	4809	2787
"ENSG00000121073"	4220	6768	6138	6941	6427	5432	3124
"ENSG00000121075"	355	340	631	599	466	550	142
"ENSG00000121089"	7	11	2	2	2	19	8
"ENSG00000121101"	251	184	64	48	56	68	49
"ENSG00000121104"	998	485	804	1354	864	633	159
"ENSG00000121152"	1307	4754	676	1282	930	1928	240
"ENSG00000121207"	19	2	1	1	0	11	0
"ENSG00000121210"	1453	2478	1161	1314	1496	1990	698
"ENSG00000121211"	0	0	0	11	0	2	2
"ENSG00000121236"	121	546	196	148	212	333	66
"ENSG00000121270"	62	33	54	33	67	53	16
"ENSG00000121274"	2908	2913	2908	1027	2150	1803	1484
"ENSG00000121281"	1770	2910	1356	931	1345	1584	954
"ENSG00000121289"	3525	4828	3197	3202	2891	3121	1520
"ENSG00000121297"	2874	3275	2443	1768	2344	2308	1732
"ENSG00000121310"	1716	1829	1315	2287	1395	1215	771
"ENSG00000121314"	0	0	0	0	0	0	1
"ENSG00000121316"	27	11	31	41	74	45	7
"ENSG00000121318"	5	0	0	0	1	0	3
"ENSG00000121335"	0	0	0	0	0	5	0
"ENSG00000121350"	1324	1315	1508	829	1352	1027	784
"ENSG00000121351"	0	0	0	0	5	0	0
"ENSG00000121361"	303	779	460	553	584	621	215
"ENSG00000121377"	0	0	0	0	0	0	0
"ENSG00000121380"	4	23	15	19	15	7	6
"ENSG00000121381"	0	0	0	0	0	0	0
"ENSG00000121388"	0	0	0	0	0	0	0
"ENSG00000121390"	11080	8422	8873	9054	9680	6957	3869
"ENSG00000121406"	860	771	916	391	922	759	451
"ENSG00000121410"	22	37	5	27	31	26	13
"ENSG00000121413"	1405	1236	1891	1548	1567	1194	613
"ENSG00000121417"	2838	2116	2010	2014	2379	1578	914
"ENSG00000121440"	7489	5639	4284	4246	4484	4385	2372
"ENSG00000121446"	0	0	13	0	6	0	0
"ENSG00000121454"	539	425	184	231	229	186	105
"ENSG00000121481"	2677	2681	2693	1728	2220	2244	1539
"ENSG00000121486"	2933	3262	2714	1537	2489	1983	1559
"ENSG00000121542"	1105	1400	1286	1261	1599	929	697
"ENSG00000121552"	3	21	172	103	213	103	31
"ENSG00000121570"	5	21	8	4	8	17	1
"ENSG00000121577"	118	75	67	125	133	72	19
"ENSG00000121578"	7400	8275	7444	6046	7907	6383	3137
"ENSG00000121579"	14689	20998	16134	9365	13040	14400	9546
"ENSG00000121594"	0	0	0	0	13	1	0
"ENSG00000121621"	918	3694	776	747	1096	1528	361
"ENSG00000121634"	0	0	0	0	0	0	0
"ENSG00000121644"	7811	8941	6090	4153	5757	6242	4098
"ENSG00000121653"	3739	2945	3828	4371	4346	2568	1262
"ENSG00000121671"	6672	5145	5838	6934	4876	4484	2629
"ENSG00000121680"	1685	1751	2446	2785	2267	1470	747
"ENSG00000121690"	3312	3154	2911	2744	3440	2634	1553
"ENSG00000121691"	6451	6656	5978	6429	5644	4947	2533
"ENSG00000121716"	108	158	48	74	50	76	60
"ENSG00000121741"	9353	8249	7843	4194	8296	6472	3969
"ENSG00000121742"	0	0	0	0	0	2	0
"ENSG00000121743"	146	203	122	117	71	160	43
"ENSG00000121749"	7702	5682	7194	4791	5364	4726	3504
"ENSG00000121753"	2298	1475	2231	1844	2026	1457	1023
"ENSG00000121764"	16	3	6	46	12	2	2
"ENSG00000121766"	4274	5071	4697	5821	4897	3796	1968
"ENSG00000121769"	2769	1026	1920	5452	1965	1351	582
"ENSG00000121774"	13861	23566	15062	12726	13828	14118	7486
"ENSG00000121775"	571	1403	1138	1144	1065	743	357
"ENSG00000121797"	0	0	9	0	0	0	0
"ENSG00000121807"	0	0	14	0	0	0	0
"ENSG00000121851"	1257	1664	1454	1660	2204	1213	585
"ENSG00000121853"	5	0	0	21	0	0	3
"ENSG00000121858"	0	16	3	13	3	2	9
"ENSG00000121864"	1581	2133	1246	882	1611	1488	986
"ENSG00000121871"	6	0	0	0	0	0	0
"ENSG00000121879"	5443	5562	4381	2018	3403	3677	2996
"ENSG00000121892"	11384	14447	9950	4813	8278	9753	5806
"ENSG00000121895"	5	26	60	17	10	15	2
"ENSG00000121897"	891	1082	821	1012	947	836	490
"ENSG00000121898"	12418	13335	8605	8737	8783	7840	3638
"ENSG00000121900"	748	645	1016	1420	1010	687	412
"ENSG00000121903"	2461	1763	2702	869	2167	1464	1110
"ENSG00000121904"	6940	7250	5433	3664	5570	5193	3269
"ENSG00000121905"	16	4	0	17	2	25	3
"ENSG00000121931"	3776	2333	3144	2274	2373	1833	1279
"ENSG00000121933"	42	45	62	18	22	46	13
"ENSG00000121940"	3745	3228	2913	2387	3156	2866	2210
"ENSG00000121957"	536	2407	550	684	777	1125	321
"ENSG00000121964"	1974	1844	2206	1553	2330	2064	1427
"ENSG00000121966"	18	33	18	27	86	38	5
"ENSG00000121988"	628	654	526	522	609	533	335
"ENSG00000121989"	1947	1330	1678	772	2049	1225	681
"ENSG00000122008"	4103	3803	2953	1333	2581	2915	2068
"ENSG00000122012"	0	1	36	3	31	26	0
"ENSG00000122025"	39	9	8	2	26	12	3
"ENSG00000122026"	13898	21609	16989	26984	17617	15729	8911
"ENSG00000122033"	2260	3054	2333	2428	2722	2378	1206
"ENSG00000122034"	4028	6759	4264	5875	4841	4532	2632
"ENSG00000122035"	2617	1243	1832	1721	1811	1179	349
"ENSG00000122042"	16837	15140	19279	8949	14112	12700	9178
"ENSG00000122043"	0	0	0	0	0	3	0
"ENSG00000122068"	10856	10843	11410	5782	10293	8195	6016
"ENSG00000122085"	2116	2435	3312	2537	2745	1809	1091
"ENSG00000122121"	0	6	10	18	5	20	3
"ENSG00000122122"	0	0	0	13	0	0	0
"ENSG00000122126"	10060	10179	9486	5866	9479	8783	4995
"ENSG00000122133"	0	0	0	6	0	0	0
"ENSG00000122136"	0	0	0	0	0	0	0
"ENSG00000122140"	1833	2225	1897	2666	1741	1473	720
"ENSG00000122145"	0	0	0	0	0	0	0
"ENSG00000122176"	1414	397	1107	1343	905	743	430
"ENSG00000122180"	0	0	0	0	0	0	0
"ENSG00000122188"	5	0	0	0	5	3	0
"ENSG00000122194"	0	0	0	0	4	5	4
"ENSG00000122203"	17540	16205	16183	15478	16706	16517	8151
"ENSG00000122218"	42226	52131	39086	26528	39045	40157	24924
"ENSG00000122223"	0	0	0	0	4	0	0
"ENSG00000122224"	0	0	8	0	4	3	0
"ENSG00000122254"	8969	4367	3506	4830	2300	2446	782
"ENSG00000122257"	8120	9548	7269	3254	5986	6215	4655
"ENSG00000122299"	9689	11288	11655	6944	10386	8836	4854
"ENSG00000122304"	0	0	0	0	0	0	0
"ENSG00000122335"	1606	1178	1485	1034	1679	1449	813
"ENSG00000122359"	20846	26611	21110	29352	20407	17475	10067
"ENSG00000122367"	54	40	36	49	58	27	14
"ENSG00000122375"	0	3	0	0	0	1	0
"ENSG00000122376"	2167	3469	2314	1727	2210	2193	1189
"ENSG00000122378"	4192	2548	4062	4568	3425	2555	1983
"ENSG00000122386"	524	642	854	850	689	406	333
"ENSG00000122390"	3667	3579	4238	4491	4465	3146	1832
"ENSG00000122406"	55909	79498	61001	88415	67287	57012	33428
"ENSG00000122417"	4416	4385	4005	2288	3468	3331	2240
"ENSG00000122420"	6274	3383	6301	2298	4952	3524	2967
"ENSG00000122432"	37	13	65	24	14	21	7
"ENSG00000122435"	1030	1192	954	867	1072	847	479
"ENSG00000122477"	126	42	69	114	86	42	99
"ENSG00000122481"	191	190	209	269	149	181	85
"ENSG00000122482"	5908	4922	5248	1574	3676	3561	2702
"ENSG00000122483"	1508	2597	916	931	861	1138	700
"ENSG00000122484"	3364	3438	3414	1679	3259	2810	1790
"ENSG00000122490"	4325	4621	4402	5128	4722	3524	1766
"ENSG00000122507"	2685	2344	2190	1586	2515	2525	1629
"ENSG00000122512"	2064	1769	1989	1127	1429	1451	775
"ENSG00000122515"	6722	5712	7203	5955	5889	4286	3129
"ENSG00000122543"	0	0	0	0	3	1	0
"ENSG00000122545"	27166	35613	25050	20828	24661	27564	14946
"ENSG00000122547"	984	611	750	687	627	522	259
"ENSG00000122548"	0	0	0	0	0	0	0
"ENSG00000122550"	7156	7723	6534	4968	6082	6225	3758
"ENSG00000122557"	4097	3654	3700	2970	3074	2732	1805
"ENSG00000122565"	15017	24405	14640	13461	14771	15388	9342
"ENSG00000122566"	72388	137508	58902	62637	59557	60623	39315
"ENSG00000122574"	16	0	9	18	5	0	2
"ENSG00000122584"	0	0	0	0	0	0	0
"ENSG00000122585"	0	15	0	0	25	3	0
"ENSG00000122591"	15197	21145	14226	8036	11611	13336	8445
"ENSG00000122592"	306	263	147	158	152	135	63
"ENSG00000122641"	21470	8533	16722	6165	10822	12500	15813
"ENSG00000122642"	57389	35981	43142	37983	39772	35745	21278
"ENSG00000122643"	4774	3579	3513	3266	3243	3267	2599
"ENSG00000122644"	1088	1054	1405	1068	1269	1119	500
"ENSG00000122674"	177	385	300	273	296	212	186
"ENSG00000122678"	2373	2154	2054	2839	2167	1506	1029
"ENSG00000122679"	0	0	0	0	8	0	0
"ENSG00000122687"	42	21	37	3	37	15	9
"ENSG00000122691"	5376	4193	4188	4654	3709	3178	1760
"ENSG00000122692"	8136	10628	8968	7303	9068	7754	3913
"ENSG00000122694"	6649	6940	8394	11279	9230	9252	3483
"ENSG00000122696"	1454	1077	1382	1071	1350	1081	938
"ENSG00000122705"	29385	25435	34502	43530	32677	24621	11518
"ENSG00000122707"	24523	24267	21933	14336	21208	25128	12795
"ENSG00000122711"	0	2	0	0	0	0	0
"ENSG00000122728"	0	3	6	0	1	1	0
"ENSG00000122729"	21990	20017	19096	15063	18558	16170	9694
"ENSG00000122733"	25	20	134	36	26	7	4
"ENSG00000122735"	0	1	18	11	14	10	0
"ENSG00000122741"	4762	4562	4099	2512	3851	3459	2258
"ENSG00000122756"	220	136	9	125	39	62	13
"ENSG00000122778"	4108	3671	2642	1292	2152	2031	1466
"ENSG00000122779"	12196	8150	4444	4389	4235	6635	4526
"ENSG00000122783"	1023	1463	1417	1035	1096	856	412
"ENSG00000122786"	134830	179237	116033	74699	146521	157327	60974
"ENSG00000122787"	58	18	12	8	17	30	2
"ENSG00000122824"	584	711	236	448	339	434	163
"ENSG00000122852"	0	1	0	0	2	0	0
"ENSG00000122859"	0	0	0	0	0	0	0
"ENSG00000122861"	11053	15582	12049	10412	6619	5216	3584
"ENSG00000122862"	430	388	269	260	260	272	154
"ENSG00000122863"	13654	13106	17003	7721	13115	10949	6027
"ENSG00000122870"	13803	12467	9604	5145	8333	9624	5224
"ENSG00000122872"	0	0	0	0	0	0	0
"ENSG00000122873"	2764	3608	2542	3203	2940	2627	1436
"ENSG00000122877"	16070	6400	15844	10081	11399	6243	4080
"ENSG00000122882"	6374	6107	7189	5714	6481	5177	3057
"ENSG00000122884"	24694	13850	23391	16391	22263	19223	16535
"ENSG00000122912"	2933	2786	3270	2129	2282	2410	1341
"ENSG00000122952"	2471	10433	2359	4041	2868	4063	919
"ENSG00000122958"	16682	12243	17020	11649	12114	11095	6898
"ENSG00000122965"	4505	5472	5356	4803	4714	3664	2452
"ENSG00000122966"	3828	8274	2382	1575	1963	3264	804
"ENSG00000122970"	1116	2093	966	751	1142	980	538
"ENSG00000122971"	760	769	1313	1602	1039	654	453
"ENSG00000122986"	273	144	238	200	126	86	116
"ENSG00000123009"	136	175	47	131	177	360	143
"ENSG00000123064"	6071	7703	6228	7368	4857	4692	2767
"ENSG00000123066"	10588	11931	10626	2982	7637	8227	5351
"ENSG00000123080"	1560	4487	1758	1907	1812	1838	542
"ENSG00000123091"	18229	15859	18480	12023	14906	14214	9909
"ENSG00000123094"	10712	11582	9937	3218	5823	7077	5475
"ENSG00000123095"	1679	926	3058	1337	1488	1081	429
"ENSG00000123096"	944	1054	745	475	765	906	406
"ENSG00000123104"	6542	6532	3321	1350	2642	4233	2461
"ENSG00000123106"	2882	2416	2335	1601	2320	1858	1395
"ENSG00000123119"	33	60	26	83	33	49	23
"ENSG00000123124"	3788	4280	3300	2007	3103	3227	2171
"ENSG00000123130"	7104	10833	8190	8635	7731	6727	4113
"ENSG00000123131"	12681	11807	14938	19618	16607	11729	9245
"ENSG00000123136"	6269	10957	7911	8865	7178	5791	2993
"ENSG00000123143"	10699	12327	14579	18289	14034	9901	5999
"ENSG00000123144"	8995	10716	11290	18852	9891	7855	3807
"ENSG00000123146"	9293	11822	9669	10375	7813	5956	4507
"ENSG00000123154"	325	200	314	446	394	221	149
"ENSG00000123159"	14152	15035	15732	22038	15098	11153	6680
"ENSG00000123165"	0	0	0	0	0	0	0
"ENSG00000123171"	0	0	0	0	0	7	0
"ENSG00000123178"	2945	2664	3029	2953	2986	2396	1580
"ENSG00000123179"	1050	1554	1021	1403	1200	1096	697
"ENSG00000123191"	1305	954	976	674	1010	815	626
"ENSG00000123200"	13058	13462	9438	4920	8567	8989	4588
"ENSG00000123201"	0	0	0	0	0	0	0
"ENSG00000123213"	8201	10653	5916	4972	5941	7336	3369
"ENSG00000123219"	768	2275	468	736	723	1137	258
"ENSG00000123240"	28920	23126	29953	29781	24004	18754	10593
"ENSG00000123243"	60	5	90	56	106	34	70
"ENSG00000123268"	2437	2870	2723	2100	2398	2017	1358
"ENSG00000123297"	35	27	46	38	38	39	15
"ENSG00000123307"	0	4	16	0	0	9	1
"ENSG00000123329"	25	36	33	38	48	26	0
"ENSG00000123338"	27	1	42	17	12	9	0
"ENSG00000123342"	5296	3562	5783	5601	4495	2822	2132
"ENSG00000123349"	154	375	281	202	267	225	195
"ENSG00000123352"	5101	5160	5244	3905	5329	4057	2282
"ENSG00000123353"	1004	1366	1483	1824	1594	1196	659
"ENSG00000123358"	1132	1012	1103	1126	606	472	225
"ENSG00000123360"	24	9	0	16	27	1	0
"ENSG00000123364"	385	170	222	418	364	386	61
"ENSG00000123374"	2041	5020	1920	3048	1958	2505	693
"ENSG00000123384"	154664	88446	167795	64313	156530	167089	85000
"ENSG00000123388"	1282	1369	1813	1234	1751	1031	490
"ENSG00000123395"	3002	3798	5131	4962	4206	2616	1545
"ENSG00000123405"	95	62	59	105	53	39	15
"ENSG00000123407"	129	211	34	136	13	203	44
"ENSG00000123411"	759	674	798	423	573	576	316
"ENSG00000123415"	1274	2194	1839	2347	2419	1736	1014
"ENSG00000123416"	13504	38566	14554	19750	18929	19433	7020
"ENSG00000123427"	600	683	567	475	566	650	299
"ENSG00000123444"	625	667	604	577	561	514	187
"ENSG00000123447"	8	0	0	0	0	0	0
"ENSG00000123453"	48	57	58	54	77	69	51
"ENSG00000123454"	0	10	1	12	8	0	0
"ENSG00000123472"	3484	4336	3694	4041	4308	3369	2408
"ENSG00000123473"	2727	6027	2458	1771	2609	3862	852
"ENSG00000123485"	1284	4855	840	1661	1231	2168	291
"ENSG00000123496"	5436	5029	5695	5376	4484	3809	2463
"ENSG00000123500"	205	445	477	277	501	592	89
"ENSG00000123505"	22220	35812	20922	16036	16751	18887	11832
"ENSG00000123545"	1223	2227	1706	1846	1625	1446	823
"ENSG00000123552"	2230	2303	1731	1153	1239	1523	1010
"ENSG00000123560"	3	1	8	9	2	11	1
"ENSG00000123561"	0	0	0	0	0	0	0
"ENSG00000123562"	39455	43602	34043	30922	35982	33314	22041
"ENSG00000123569"	0	0	0	0	0	0	0
"ENSG00000123570"	62	165	116	25	90	97	18
"ENSG00000123572"	65	109	200	53	259	339	14
"ENSG00000123575"	2657	3821	2158	1224	2058	2264	1380
"ENSG00000123576"	22	6	0	0	7	0	0
"ENSG00000123584"	0	0	0	0	0	0	0
"ENSG00000123594"	0	0	0	0	0	0	0
"ENSG00000123595"	4382	2360	4587	4618	3690	2550	1326
"ENSG00000123600"	2764	3164	2673	2182	2570	2893	1334
"ENSG00000123607"	1696	2306	1293	849	1555	1824	1343
"ENSG00000123609"	588	731	472	711	713	458	251
"ENSG00000123610"	288	952	1351	1337	1068	1413	253
"ENSG00000123612"	178	168	124	104	90	127	70
"ENSG00000123636"	4865	3724	3762	1026	2852	2803	2141
"ENSG00000123643"	9276	7243	7447	4616	6300	6783	3417
"ENSG00000123684"	7575	8386	6745	3242	5065	5616	4350
"ENSG00000123685"	59	195	81	95	56	40	38
"ENSG00000123689"	808	2099	686	827	487	515	323
"ENSG00000123700"	1366	771	1960	622	1179	1325	796
"ENSG00000123728"	2691	3426	2556	1553	1783	1987	1572
"ENSG00000123737"	2571	5415	3067	3615	3621	3474	1362
"ENSG00000123739"	2005	1950	1690	1226	1690	1707	593
"ENSG00000123810"	149	252	287	303	188	160	79
"ENSG00000123815"	1212	1570	1973	1570	1479	985	873
"ENSG00000123836"	6319	2070	5146	2769	3816	2444	1229
"ENSG00000123838"	0	0	10	0	0	4	0
"ENSG00000123843"	0	0	7	0	4	0	0
"ENSG00000123870"	126	225	128	53	125	133	126
"ENSG00000123892"	418	659	405	180	187	145	236
"ENSG00000123901"	33	45	24	26	26	39	6
"ENSG00000123908"	5137	6068	4802	2213	3524	4195	2862
"ENSG00000123933"	8338	6435	8339	9872	8984	6675	4553
"ENSG00000123965"	50	98	139	103	115	97	48
"ENSG00000123975"	3891	8173	3924	7409	3721	4783	1523
"ENSG00000123977"	27	8	46	28	42	16	6
"ENSG00000123983"	20172	14261	16697	12022	13284	12254	9908
"ENSG00000123989"	23573	17448	23978	32226	23448	19946	11889
"ENSG00000123992"	4576	4563	5737	5548	3961	3040	2423
"ENSG00000123999"	46	43	6	29	26	9	26
"ENSG00000124003"	0	7	0	6	0	0	0
"ENSG00000124006"	5408	4537	5275	5735	5398	3887	2449
"ENSG00000124019"	21	39	14	6	16	7	0
"ENSG00000124067"	19384	16252	23471	20210	24221	16151	9149
"ENSG00000124074"	681	837	880	1012	731	425	298
"ENSG00000124089"	0	0	0	0	0	0	0
"ENSG00000124091"	10	11	19	0	21	13	1
"ENSG00000124092"	0	0	0	10	0	2	0
"ENSG00000124097"	1	8	8	13	1	19	9
"ENSG00000124098"	5217	6172	5371	6092	6497	5863	2333
"ENSG00000124102"	0	6	0	4	1	0	3
"ENSG00000124103"	9	3	0	10	2	3	0
"ENSG00000124104"	2805	2045	2903	3152	2666	1600	1177
"ENSG00000124107"	0	1	2	16	9	14	0
"ENSG00000124116"	8	4	0	6	12	26	1
"ENSG00000124120"	5108	5611	6312	2728	4355	4221	2001
"ENSG00000124126"	2248	3348	2219	1756	1556	1620	908
"ENSG00000124134"	218	364	214	229	293	209	62
"ENSG00000124140"	19	10	0	42	20	5	0
"ENSG00000124143"	0	0	20	0	0	0	0
"ENSG00000124145"	25673	34429	31760	28164	30078	24060	12807
"ENSG00000124151"	13550	12963	11276	4392	8693	9194	7970
"ENSG00000124155"	12978	11793	12619	18011	13546	10822	7105
"ENSG00000124157"	0	0	0	0	0	0	0
"ENSG00000124159"	10	42	12	34	22	21	11
"ENSG00000124160"	3581	6058	3595	3421	3679	3284	1557
"ENSG00000124164"	7578	8032	7533	6599	7174	6519	3422
"ENSG00000124171"	58	14	62	10	27	4	12
"ENSG00000124172"	16900	29226	21964	32142	27322	22016	11569
"ENSG00000124177"	5406	4848	4309	1804	3623	3979	2195
"ENSG00000124181"	12528	12033	10725	10589	10826	9676	5194
"ENSG00000124191"	4243	5015	2854	4234	3017	2898	1273
"ENSG00000124193"	10576	10373	12992	8962	12878	8774	4623
"ENSG00000124194"	21	16	27	42	48	18	7
"ENSG00000124196"	0	0	0	0	0	0	0
"ENSG00000124198"	11001	9033	12048	3650	7618	7597	5975
"ENSG00000124201"	17976	14772	20924	10486	17186	13153	7782
"ENSG00000124203"	0	0	0	0	0	0	0
"ENSG00000124205"	0	0	0	0	0	6	0
"ENSG00000124207"	11161	22510	11102	8723	11191	13939	6755
"ENSG00000124208"	0	0	0	0	0	0	0
"ENSG00000124209"	7855	7389	7917	6249	6742	5973	4339
"ENSG00000124212"	291	205	126	307	181	197	94
"ENSG00000124214"	19074	18897	16236	14044	14175	13469	7499
"ENSG00000124215"	57	48	12	44	54	6	19
"ENSG00000124216"	3978	3551	1638	3476	1408	2101	1074
"ENSG00000124217"	1057	1317	1359	1031	1243	947	490
"ENSG00000124222"	4581	4702	4372	3333	4588	3686	2190
"ENSG00000124224"	0	0	0	0	0	0	0
"ENSG00000124225"	3278	3136	6538	4894	5227	4562	1288
"ENSG00000124226"	10253	11081	15150	14217	12956	10153	4278
"ENSG00000124227"	0	0	0	0	0	0	0
"ENSG00000124228"	5251	6627	5978	6518	6061	4922	2254
"ENSG00000124232"	0	4	0	29	11	13	3
"ENSG00000124233"	0	0	0	0	3	0	0
"ENSG00000124237"	0	0	9	0	5	5	2
"ENSG00000124243"	1901	1994	2801	3446	2671	1797	1123
"ENSG00000124249"	129	46	93	150	146	69	32
"ENSG00000124251"	35	99	51	16	44	35	20
"ENSG00000124253"	0	3	0	0	0	3	0
"ENSG00000124256"	0	0	11	0	0	4	0
"ENSG00000124257"	24	46	35	18	28	16	20
"ENSG00000124260"	0	0	0	0	0	0	0
"ENSG00000124275"	4808	6226	4048	3210	3846	4041	2230
"ENSG00000124279"	676	948	647	543	702	643	441
"ENSG00000124299"	6445	7422	7752	10161	7939	5889	3352
"ENSG00000124302"	282	318	134	195	97	83	17
"ENSG00000124313"	2617	2884	2307	1700	2002	1728	954
"ENSG00000124333"	0	0	0	0	0	0	0
"ENSG00000124334"	0	0	0	0	0	0	0
"ENSG00000124343"	1354	903	1359	1428	1395	1091	598
"ENSG00000124356"	2860	3158	3153	2604	3366	2587	1234
"ENSG00000124357"	13243	10714	13014	18538	13790	10447	5980
"ENSG00000124370"	1293	822	1355	1865	1580	974	694
"ENSG00000124374"	61	75	47	56	20	61	29
"ENSG00000124380"	3090	3193	3763	3548	3400	2166	1672
"ENSG00000124383"	5578	6273	5135	4294	4908	4399	2911
"ENSG00000124391"	11	10	0	3	5	1	1
"ENSG00000124399"	0	0	2	0	0	0	0
"ENSG00000124406"	243	278	241	74	175	210	58
"ENSG00000124422"	20067	23777	18689	11629	17664	17265	8601
"ENSG00000124429"	0	13	6	0	0	0	0
"ENSG00000124440"	42	107	17	29	19	15	13
"ENSG00000124444"	751	1135	1202	1063	1081	761	388
"ENSG00000124449"	0	0	0	0	0	5	0
"ENSG00000124459"	3130	3088	3380	1889	3038	2173	1436
"ENSG00000124466"	300	263	297	406	149	104	43
"ENSG00000124467"	18	5	30	25	26	19	0
"ENSG00000124469"	0	0	0	0	4	0	0
"ENSG00000124479"	14	41	38	19	12	3	2
"ENSG00000124486"	18510	19864	18739	6630	17424	18548	9179
"ENSG00000124490"	0	0	0	0	0	0	0
"ENSG00000124491"	0	14	25	0	17	13	9
"ENSG00000124493"	292	173	53	120	76	167	51
"ENSG00000124496"	1732	3665	1603	908	1196	1866	1267
"ENSG00000124507"	19	27	8	13	17	12	2
"ENSG00000124508"	1978	1402	2227	1463	1817	1092	742
"ENSG00000124523"	1046	999	819	1062	915	726	520
"ENSG00000124532"	2514	2994	2617	2520	2674	2335	1721
"ENSG00000124535"	4733	5206	4492	4931	4181	3454	1972
"ENSG00000124541"	4570	7470	5961	7053	5814	4569	2444
"ENSG00000124549"	68	64	55	76	78	56	23
"ENSG00000124557"	40	11	0	22	10	15	0
"ENSG00000124562"	6044	11578	8376	12514	8985	8683	4455
"ENSG00000124564"	0	0	5	0	0	0	0
"ENSG00000124568"	0	12	0	5	0	0	2
"ENSG00000124570"	18236	20972	20113	28238	22522	16734	7685
"ENSG00000124571"	5220	6456	5228	4168	5619	4844	2160
"ENSG00000124574"	4973	4632	5040	4786	5837	4771	1884
"ENSG00000124575"	62	72	29	12	21	17	21
"ENSG00000124587"	1267	1569	1156	1405	1518	1229	667
"ENSG00000124588"	3341	3322	2323	3690	2372	2189	1418
"ENSG00000124593"	21	52	62	29	12	0	12
"ENSG00000124596"	1572	1506	1531	1732	1683	1476	671
"ENSG00000124602"	11	14	10	7	13	0	9
"ENSG00000124608"	1848	1834	2142	1764	2051	1715	1189
"ENSG00000124610"	0	2	0	0	0	0	2
"ENSG00000124613"	1292	790	973	669	930	803	362
"ENSG00000124614"	62	132	94	210	89	81	28
"ENSG00000124615"	2268	2057	2110	2036	2417	1470	790
"ENSG00000124635"	3260	2049	1742	2481	1805	1739	961
"ENSG00000124641"	1261	1629	1240	1190	1686	1298	751
"ENSG00000124657"	219	184	92	189	53	87	41
"ENSG00000124659"	4902	4850	4403	5368	4068	3742	1871
"ENSG00000124664"	0	0	27	0	14	0	1
"ENSG00000124678"	49	55	52	17	35	32	13
"ENSG00000124688"	3859	4109	5528	5255	5172	3335	1698
"ENSG00000124701"	0	0	0	0	0	0	1
"ENSG00000124702"	4462	4948	5064	6075	5855	4047	2081
"ENSG00000124713"	34	44	50	26	45	50	37
"ENSG00000124721"	20	7	0	0	6	10	8
"ENSG00000124731"	47	32	38	53	53	31	2
"ENSG00000124733"	7626	10522	9656	15947	10298	7289	3676
"ENSG00000124743"	0	11	8	19	0	11	3
"ENSG00000124749"	136	36	25	74	65	47	96
"ENSG00000124762"	184810	77546	231111	194786	215653	127735	99890
"ENSG00000124766"	12456	12143	2905	4703	3268	8680	4783
"ENSG00000124767"	12158	16301	11623	11404	12161	12185	8610
"ENSG00000124772"	19	36	33	59	45	38	12
"ENSG00000124780"	12	0	0	0	0	0	1
"ENSG00000124782"	4074	2598	3514	1139	2343	2219	1434
"ENSG00000124783"	18606	23155	20468	12704	20646	20001	15461
"ENSG00000124784"	2330	3099	2716	1893	3046	2210	1153
