"geneId"	"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"transcriptId"	"distanceToTSS"	"external_gene_name"	"annotation_short"
"127"	"ENSG00000089693"	"12"	6767924	6767975	52	"*"	"KOS_4h_peak_286"	16	"."	4.28434	5.83183	1.69221	0	"Promoter (<=1kb)"	12	6748795	6767475	18681	2	"ENST00000539187"	-449	"MLF2"	"Promoter (<=1kb)"
"128"	"ENSG00000090060"	"14"	96502387	96502448	62	"*"	"KOS_4h_peak_402"	70	"."	7.10915	11.88788	7.00247	31	"Promoter (<=1kb)"	14	96502398	96565048	62651	1	"ENST00000553689"	0	"PAPOLA"	"Promoter (<=1kb)"
"129"	"ENSG00000090776"	"X"	68828780	68828831	52	"*"	"KOS_4h_peak_1490"	37	"."	5.91992	8.31641	3.79836	39	"Promoter (<=1kb)"	23	68829021	68842160	13140	1	"ENST00000204961"	-190	"EFNB1"	"Promoter (<=1kb)"
"130"	"ENSG00000092421"	"5"	116574616	116574733	118	"*"	"KOS_4h_peak_1170"	65	"."	7.47828	11.38586	6.54681	79	"Promoter (<=1kb)"	5	116443555	116574823	131269	2	"ENST00000343348"	90	"SEMA6A"	"Promoter (<=1kb)"
"131"	"ENSG00000092931"	"17"	76736539	76736621	83	"*"	"KOS_4h_peak_652"	24	"."	4.71278	6.75286	2.42901	40	"Promoter (<=1kb)"	17	76736565	76779254	42690	1	"ENST00000621483"	0	"MFSD11"	"Promoter (<=1kb)"
"132"	"ENSG00000093010"	"22"	19941748	19941865	118	"*"	"KOS_4h_peak_985"	31	"."	4.66492	7.53009	3.10331	76	"Promoter (<=1kb)"	22	19941772	19969975	28204	1	"ENST00000361682"	0	"COMT"	"Promoter (<=1kb)"
"133"	"ENSG00000095380"	"9"	98056398	98056529	132	"*"	"KOS_4h_peak_1431"	59	"."	6.42651	10.78055	5.99391	61	"Promoter (<=1kb)"	9	98056732	98083077	26346	1	"ENST00000210444"	-203	"NANS"	"Promoter (<=1kb)"
"134"	"ENSG00000095587"	"10"	96514029	96514080	52	"*"	"KOS_4h_peak_194"	41	"."	5.78238	8.73186	4.1417	23	"Promoter (<=1kb)"	10	96364608	96513926	149319	2	"ENST00000357947"	-103	"TLL2"	"Promoter (<=1kb)"
"135"	"ENSG00000096746"	"10"	68331617	68331668	52	"*"	"KOS_4h_peak_172"	32	"."	5.14121	7.7109	3.24218	34	"Promoter (<=1kb)"	10	68331721	68339546	7826	1	"ENST00000461310"	-53	"HNRNPH3"	"Promoter (<=1kb)"
"136"	"ENSG00000096746"	"10"	68332038	68332225	188	"*"	"KOS_4h_peak_173"	91	"."	6.99738	14.20944	9.15124	41	"Promoter (<=1kb)"	10	68332064	68343193	11130	1	"ENST00000265866"	0	"HNRNPH3"	"Promoter (<=1kb)"
"137"	"ENSG00000099326"	"19"	58572922	58573000	79	"*"	"KOS_4h_peak_811"	90	"."	7.71181	14.10095	9.05311	28	"Promoter (<=1kb)"	19	58569205	58572775	3571	2	"ENST00000594108"	-147	"MZF1"	"Promoter (<=1kb)"
"140"	"ENSG00000099341"	"19"	38374824	38374883	60	"*"	"KOS_4h_peak_771"	42	"."	5.88067	8.88893	4.28573	20	"Promoter (<=1kb)"	19	38374784	38383823	9040	1	"ENST00000700297"	40	"PSMD8"	"Promoter (<=1kb)"
"141"	"ENSG00000099622"	"19"	1269559	1269632	74	"*"	"KOS_4h_peak_734"	64	"."	6.51249	11.30013	6.46975	30	"Promoter (<=1kb)"	19	1269356	1272374	3019	1	"ENST00000590171"	203	"CIRBP"	"Promoter (<=1kb)"
"142"	"ENSG00000099622"	"19"	1269303	1269397	95	"*"	"KOS_4h_peak_733"	78	"."	6.93492	12.80893	7.85982	40	"Promoter (<=1kb)"	19	1269327	1274595	5269	1	"ENST00000586773"	0	"CIRBP"	"Promoter (<=1kb)"
"143"	"ENSG00000099821"	"19"	632873	632981	109	"*"	"KOS_4h_peak_725"	59	"."	6.42651	10.78055	5.99391	65	"Promoter (<=1kb)"	19	629636	633525	3890	2	"ENST00000592863"	544	"POLRMT"	"Promoter (<=1kb)"
"144"	"ENSG00000099875"	"19"	2051150	2051222	73	"*"	"KOS_4h_peak_735"	96	"."	7.84433	14.76495	9.67771	32	"Promoter (<=1kb)"	19	2037465	2051224	13760	2	"ENST00000309340"	2	"MKNK2"	"Promoter (<=1kb)"
"145"	"ENSG00000099949"	"22"	20982303	20982382	80	"*"	"KOS_4h_peak_995"	57	"."	6.28287	10.54666	5.78992	28	"Promoter (<=1kb)"	22	20982323	20989675	7353	1	"ENST00000443265"	0	"LZTR1"	"Promoter (<=1kb)"
"146"	"ENSG00000100201"	"22"	38506244	38506404	161	"*"	"KOS_4h_peak_1003"	39	"."	5.78388	8.45269	3.91348	18	"Promoter (<=1kb)"	22	38483438	38506311	22874	2	"ENST00000403230"	0	"DDX17"	"Promoter (<=1kb)"
"147"	"ENSG00000100201"	"22"	38505952	38506122	171	"*"	"KOS_4h_peak_1002"	47	"."	6.36424	9.40432	4.75462	45	"Promoter (<=1kb)"	22	38498553	38505901	7349	2	"ENST00000467279"	-51	"DDX17"	"Promoter (<=1kb)"
"149"	"ENSG00000100243"	"22"	42649356	42649417	62	"*"	"KOS_4h_peak_1011"	69	"."	6.85495	11.86177	6.98135	22	"Promoter (<=1kb)"	22	42617840	42649392	31553	2	"ENST00000352397"	0	"CYB5R3"	"Promoter (<=1kb)"
"150"	"ENSG00000100316"	"22"	39319608	39319707	100	"*"	"KOS_4h_peak_1005"	27	"."	4.96835	7.15602	2.78589	35	"Promoter (<=1kb)"	22	39312882	39319623	6742	2	"ENST00000216146"	0	"RPL3"	"Promoter (<=1kb)"
"154"	"ENSG00000100353"	"22"	36529106	36529247	142	"*"	"KOS_4h_peak_999"	69	"."	6.85495	11.86177	6.98135	38	"Promoter (<=1kb)"	22	36510855	36529166	18312	2	"ENST00000216190"	0	"EIF3D"	"Promoter (<=1kb)"
"155"	"ENSG00000100523"	"14"	53153137	53153268	132	"*"	"KOS_4h_peak_381"	56	"."	6.424	10.41433	5.66213	48	"Promoter (<=1kb)"	14	53036745	53153204	116460	2	"ENST00000395606"	0	"DDHD1"	"Promoter (<=1kb)"
"156"	"ENSG00000100600"	"14"	92719171	92719268	98	"*"	"KOS_4h_peak_398"	62	"."	7.19839	11.05741	6.24648	74	"Promoter (1-2kb)"	14	92703822	92717459	13638	2	"ENST00000555169"	-1712	"LGMN"	"Promoter (1-2kb)"
"157"	"ENSG00000100796"	"14"	91509654	91509705	52	"*"	"KOS_4h_peak_397"	38	"."	4.99813	8.40895	3.87883	39	"Promoter (<=1kb)"	14	91461381	91509654	48274	2	"ENST00000554308"	0	"PPP4R3A"	"Promoter (<=1kb)"
"158"	"ENSG00000100811"	"14"	100239235	100239492	258	"*"	"KOS_4h_peak_408"	112	"."	8.56868	16.43345	11.22945	189	"Promoter (<=1kb)"	14	100239144	100282788	43645	1	"ENST00000262238"	91	"YY1"	"Promoter (<=1kb)"
"159"	"ENSG00000100983"	"20"	34955613	34955712	100	"*"	"KOS_4h_peak_932"	28	"."	4.81637	7.19218	2.82053	85	"Promoter (<=1kb)"	20	34928473	34955643	27171	2	"ENST00000645723"	0	"GSS"	"Promoter (<=1kb)"
"160"	"ENSG00000101216"	"20"	63626448	63626511	64	"*"	"KOS_4h_peak_949"	38	"."	4.99813	8.40895	3.87883	22	"Promoter (<=1kb)"	20	63587605	63627101	39497	2	"ENST00000370077"	590	"GMEB2"	"Promoter (<=1kb)"
"161"	"ENSG00000101216"	"20"	63626244	63626372	129	"*"	"KOS_4h_peak_948"	45	"."	4.90709	9.22813	4.59797	79	"Promoter (<=1kb)"	20	63587605	63627101	39497	2	"ENST00000370077"	729	"GMEB2"	"Promoter (<=1kb)"
"162"	"ENSG00000101474"	"20"	24992687	24992758	72	"*"	"KOS_4h_peak_928"	17	"."	3.9985	5.86251	1.70983	35	"Promoter (<=1kb)"	20	24962925	24992751	29827	2	"ENST00000217456"	0	"APMAP"	"Promoter (<=1kb)"
"163"	"ENSG00000101596"	"18"	2655829	2655956	128	"*"	"KOS_4h_peak_686"	101	"."	8.14025	15.25614	10.12394	92	"Promoter (<=1kb)"	18	2655919	2707228	51310	1	"ENST00000684915"	0	"SMCHD1"	"Promoter (<=1kb)"
"164"	"ENSG00000101665"	"18"	48950297	48950371	75	"*"	"KOS_4h_peak_708"	14	"."	4.30861	5.4718	1.40967	37	"Promoter (<=1kb)"	18	48921372	48950424	29053	2	"ENST00000589634"	53	"SMAD7"	"Promoter (<=1kb)"
"165"	"ENSG00000101773"	"18"	22933146	22933269	124	"*"	"KOS_4h_peak_702"	64	"."	6.97942	11.3115	6.47908	97	"Promoter (<=1kb)"	18	22933328	23026486	93159	1	"ENST00000327155"	-59	"RBBP8"	"Promoter (<=1kb)"
"166"	"ENSG00000102119"	"X"	154378724	154378777	54	"*"	"KOS_4h_peak_1499"	37	"."	5.91992	8.31641	3.79836	39	"Promoter (<=1kb)"	23	154379273	154381291	2019	1	"ENST00000369835"	-496	"EMD"	"Promoter (<=1kb)"
"167"	"ENSG00000102119"	"X"	154379202	154379279	78	"*"	"KOS_4h_peak_1500"	41	"."	6.11859	8.68685	4.11695	28	"Promoter (<=1kb)"	23	154379273	154381291	2019	1	"ENST00000369835"	0	"EMD"	"Promoter (<=1kb)"
"168"	"ENSG00000102241"	"X"	136496970	136497086	117	"*"	"KOS_4h_peak_1494"	51	"."	6.59852	9.80045	5.10335	18	"Promoter (<=1kb)"	23	136497079	136512342	15264	1	"ENST00000535601"	0	"HTATSF1"	"Promoter (<=1kb)"
"170"	"ENSG00000102780"	"13"	42048284	42048509	226	"*"	"KOS_4h_peak_348"	31	"."	4.36186	7.58665	3.15225	13	"Promoter (<=1kb)"	13	42048648	42242896	194249	1	"ENST00000337343"	-139	"DGKH"	"Promoter (<=1kb)"
"171"	"ENSG00000102786"	"13"	51452251	51452302	52	"*"	"KOS_4h_peak_350"	46	"."	5.96514	9.33723	4.69454	34	"Promoter (<=1kb)"	13	51423003	51452251	29249	2	"ENST00000461515"	0	"INTS6"	"Promoter (<=1kb)"
"172"	"ENSG00000102786"	"13"	51452841	51453024	184	"*"	"KOS_4h_peak_352"	37	"."	5.50628	8.2919	3.77474	24	"Promoter (<=1kb)"	13	51436426	51453015	16590	2	"ENST00000442263"	0	"INTS6"	"Promoter (<=1kb)"
"173"	"ENSG00000102908"	"16"	69566093	69566162	70	"*"	"KOS_4h_peak_513"	44	"."	5.6191	9.11226	4.49349	31	"Promoter (<=1kb)"	16	69566062	69697840	131779	1	"ENST00000567239"	31	"NFAT5"	"Promoter (<=1kb)"
"174"	"ENSG00000102921"	"16"	48609865	48609948	84	"*"	"KOS_4h_peak_506"	32	"."	5.14121	7.7109	3.24218	16	"Promoter (<=1kb)"	16	48538726	48610180	71455	2	"ENST00000262384"	232	"N4BP1"	"Promoter (<=1kb)"
"175"	"ENSG00000103187"	"16"	84617833	84618066	234	"*"	"KOS_4h_peak_520"	70	"."	7.3613	11.93345	7.04485	107	"Promoter (<=1kb)"	16	84565659	84618059	52401	2	"ENST00000564057"	0	"COTL1"	"Promoter (<=1kb)"
"176"	"ENSG00000103241"	"16"	86510514	86510602	89	"*"	"KOS_4h_peak_525"	55	"."	6.53741	10.25696	5.51531	23	"Promoter (<=1kb)"	16	86510527	86515422	4896	1	"ENST00000262426"	0	"FOXF1"	"Promoter (<=1kb)"
"177"	"ENSG00000103257"	"16"	87869413	87869487	75	"*"	"KOS_4h_peak_533"	91	"."	8.05704	14.23538	9.17286	38	"Promoter (<=1kb)"	16	87830023	87869507	39485	2	"ENST00000261622"	20	"SLC7A5"	"Promoter (<=1kb)"
"178"	"ENSG00000103257"	"16"	87869129	87869204	76	"*"	"KOS_4h_peak_531"	78	"."	5.99755	12.77962	7.83361	36	"Promoter (<=1kb)"	16	87830023	87869507	39485	2	"ENST00000261622"	303	"SLC7A5"	"Promoter (<=1kb)"
"179"	"ENSG00000103257"	"16"	87869269	87869352	84	"*"	"KOS_4h_peak_532"	49	"."	6.30968	9.5794	4.92069	44	"Promoter (<=1kb)"	16	87830023	87869507	39485	2	"ENST00000261622"	155	"SLC7A5"	"Promoter (<=1kb)"
"180"	"ENSG00000103264"	"16"	87383658	87383785	128	"*"	"KOS_4h_peak_529"	18	"."	3.81662	6.04834	1.86824	49	"Promoter (<=1kb)"	16	87326987	87383748	56762	2	"ENST00000636077"	0	"FBXO31"	"Promoter (<=1kb)"
"182"	"ENSG00000103343"	"16"	3401390	3401451	62	"*"	"KOS_4h_peak_458"	34	"."	5.25535	7.89264	3.40683	17	"Promoter (<=1kb)"	16	3401244	3405079	3836	1	"ENST00000344823"	146	"ZNF174"	"Promoter (<=1kb)"
"183"	"ENSG00000103490"	"16"	31202472	31202553	82	"*"	"KOS_4h_peak_493"	60	"."	6.47089	10.85271	6.064	36	"Promoter (<=1kb)"	16	31201486	31202440	955	2	"ENST00000565022"	-32	"PYCARD"	"Promoter (<=1kb)"
"184"	"ENSG00000103495"	"16"	29807191	29807324	134	"*"	"KOS_4h_peak_485"	55	"."	6.53741	10.25696	5.51531	102	"Promoter (<=1kb)"	16	29807536	29808847	1312	1	"ENST00000567444"	-212	"MAZ"	"Promoter (<=1kb)"
"185"	"ENSG00000103495"	"16"	29807462	29807619	158	"*"	"KOS_4h_peak_486"	56	"."	6.424	10.41433	5.66213	111	"Promoter (<=1kb)"	16	29807536	29808847	1312	1	"ENST00000567444"	0	"MAZ"	"Promoter (<=1kb)"
"186"	"ENSG00000104044"	"15"	28096248	28096472	225	"*"	"KOS_4h_peak_416"	95	"."	8.5692	14.66502	9.58473	117	"Promoter (2-3kb)"	15	28018412	28099293	80882	2	"ENST00000431101"	2821	"OCA2"	"Promoter (2-3kb)"
"187"	"ENSG00000104549"	"8"	124998461	124998538	78	"*"	"KOS_4h_peak_1397"	75	"."	7.47795	12.48696	7.55991	48	"Promoter (<=1kb)"	8	124998497	125022281	23785	1	"ENST00000523430"	0	"SQLE"	"Promoter (<=1kb)"
"188"	"ENSG00000104723"	"8"	15540530	15540656	127	"*"	"KOS_4h_peak_1381"	48	"."	6.06162	9.49187	4.83832	28	"Promoter (<=1kb)"	8	15540281	15733645	193365	1	"ENST00000509380"	249	"TUSC3"	"Promoter (<=1kb)"
"189"	"ENSG00000104808"	"19"	48933733	48933810	78	"*"	"KOS_4h_peak_791"	63	"."	6.86078	11.11938	6.30509	36	"Promoter (<=1kb)"	19	48933758	48944968	11211	1	"ENST00000520557"	0	"DHDH"	"Promoter (<=1kb)"
"190"	"ENSG00000104866"	"19"	45093253	45093315	63	"*"	"KOS_4h_peak_781"	30	"."	4.95432	7.41282	3.00097	38	"Promoter (<=1kb)"	19	45093205	45108918	15714	1	"ENST00000496125"	48	"PPP1R37"	"Promoter (<=1kb)"
"191"	"ENSG00000104866"	"19"	45093142	45093198	57	"*"	"KOS_4h_peak_780"	50	"."	5.99808	9.72704	5.04225	28	"Promoter (<=1kb)"	19	45093174	45142197	49024	1	"ENST00000544069"	0	"PPP1R37"	"Promoter (<=1kb)"
"192"	"ENSG00000104904"	"19"	2269615	2269669	55	"*"	"KOS_4h_peak_737"	50	"."	5.99808	9.72704	5.04225	23	"Promoter (<=1kb)"	19	2269549	2273325	3777	1	"ENST00000593012"	66	"OAZ1"	"Promoter (<=1kb)"
"195"	"ENSG00000105127"	"19"	15380068	15380119	52	"*"	"KOS_4h_peak_755"	47	"."	6.19667	9.39654	4.74888	42	"Promoter (<=1kb)"	19	15353521	15379815	26295	2	"ENST00000598597"	-253	"AKAP8"	"Promoter (<=1kb)"
"196"	"ENSG00000105662"	"19"	18683475	18683546	72	"*"	"KOS_4h_peak_761"	88	"."	8.34362	13.91258	8.88396	34	"Promoter (<=1kb)"	19	18683678	18782333	98656	1	"ENST00000338797"	-132	"CRTC1"	"Promoter (<=1kb)"
"197"	"ENSG00000105664"	"19"	18787501	18787552	52	"*"	"KOS_4h_peak_762"	35	"."	5.74939	8.00908	3.51604	35	"Promoter (<=1kb)"	19	18786118	18787035	918	2	"ENST00000612179"	-466	"COMP"	"Promoter (<=1kb)"
"198"	"ENSG00000105738"	"19"	37907288	37907349	62	"*"	"KOS_4h_peak_770"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	19	37907245	37907974	730	1	"ENST00000599644"	43	"SIPA1L3"	"Promoter (<=1kb)"
"199"	"ENSG00000105939"	"7"	139109059	139109110	52	"*"	"KOS_4h_peak_1354"	41	"."	5.78238	8.73186	4.1417	42	"Promoter (<=1kb)"	7	139045916	139109354	63439	2	"ENST00000464606"	244	"ZC3HAV1"	"Promoter (<=1kb)"
"200"	"ENSG00000105963"	"7"	954511	954579	69	"*"	"KOS_4h_peak_1291"	56	"."	6.59493	10.34993	5.60506	35	"Promoter (<=1kb)"	7	897900	954680	56781	2	"ENST00000265846"	101	"ADAP1"	"Promoter (<=1kb)"
"201"	"ENSG00000105989"	"7"	117323096	117323147	52	"*"	"KOS_4h_peak_1345"	42	"."	6.00284	8.80761	4.21067	30	"Promoter (<=1kb)"	7	117275451	117323099	47649	2	"ENST00000647844"	0	"WNT2"	"Promoter (<=1kb)"
"202"	"ENSG00000106211"	"7"	76302671	76302830	160	"*"	"KOS_4h_peak_1325"	99	"."	8.25943	15.00136	9.9047	48	"Promoter (<=1kb)"	7	76302673	76303257	585	1	"ENST00000676398"	0	"HSPB1"	"Promoter (<=1kb)"
"204"	"ENSG00000106459"	"7"	129611630	129611862	233	"*"	"KOS_4h_peak_1351"	124	"."	9.32557	17.68557	12.41146	124	"Promoter (<=1kb)"	7	129611720	129757076	145357	1	"ENST00000393232"	0	"NRF1"	"Promoter (<=1kb)"
"211"	"ENSG00000106780"	"9"	120714881	120714993	113	"*"	"KOS_4h_peak_1437"	79	"."	7.22556	12.87404	7.92116	46	"Promoter (<=1kb)"	9	120600811	120714470	113660	2	"ENST00000373930"	-411	"MEGF9"	"Promoter (<=1kb)"
"213"	"ENSG00000107331"	"9"	137028243	137028294	52	"*"	"KOS_4h_peak_1467"	51	"."	6.26425	9.81703	5.11686	22	"Promoter (<=1kb)"	9	137007234	137028288	21055	2	"ENST00000371605"	0	"ABCA2"	"Promoter (<=1kb)"
"214"	"ENSG00000107731"	"10"	71212575	71212692	118	"*"	"KOS_4h_peak_178"	87	"."	7.80057	13.81614	8.7906	60	"Promoter (<=1kb)"	10	71212570	71302864	90295	1	"ENST00000335350"	5	"UNC5B"	"Promoter (<=1kb)"
"215"	"ENSG00000107779"	"10"	86756764	86756876	113	"*"	"KOS_4h_peak_189"	46	"."	5.33134	9.31535	4.67549	44	"Promoter (<=1kb)"	10	86756658	86925186	168529	1	"ENST00000713675"	106	"BMPR1A"	"Promoter (<=1kb)"
"216"	"ENSG00000107959"	"10"	3172646	3172844	199	"*"	"KOS_4h_peak_148"	119	"."	6.68942	17.17349	11.94174	114	"Promoter (<=1kb)"	10	3137728	3172782	35055	2	"ENST00000224949"	0	"PITRM1"	"Promoter (<=1kb)"
"217"	"ENSG00000108175"	"10"	79242787	79242852	66	"*"	"KOS_4h_peak_186"	62	"."	7.02775	11.05509	6.24648	44	"Promoter (<=1kb)"	10	79243669	79291085	47417	1	"ENST00000472035"	-817	"ZMIZ1"	"Promoter (<=1kb)"
"218"	"ENSG00000108179"	"10"	79347446	79347572	127	"*"	"KOS_4h_peak_187"	181	"."	11.76134	23.81155	18.19836	84	"Promoter (<=1kb)"	10	79347469	79351609	4141	1	"ENST00000498681"	0	"PPIF"	"Promoter (<=1kb)"
"219"	"ENSG00000108239"	"10"	94403168	94403219	52	"*"	"KOS_4h_peak_192"	53	"."	6.22582	10.09477	5.37431	28	"Promoter (<=1kb)"	10	94402541	94536332	133792	1	"ENST00000225235"	627	"TBC1D12"	"Promoter (<=1kb)"
"220"	"ENSG00000108256"	"17"	29294027	29294118	92	"*"	"KOS_4h_peak_577"	119	"."	9.31106	17.18561	11.95334	46	"Promoter (<=1kb)"	17	29264399	29294115	29717	2	"ENST00000579665"	0	"NUFIP2"	"Promoter (<=1kb)"
"221"	"ENSG00000108312"	"17"	44220481	44220549	69	"*"	"KOS_4h_peak_598"	24	"."	4.97736	6.70685	2.41126	36	"Promoter (<=1kb)"	17	44206594	44220854	14261	2	"ENST00000527034"	305	"UBTF"	"Promoter (<=1kb)"
"222"	"ENSG00000108312"	"17"	44220607	44220888	282	"*"	"KOS_4h_peak_599"	38	"."	4.99813	8.40895	3.87883	221	"Promoter (<=1kb)"	17	44206594	44220854	14261	2	"ENST00000527034"	0	"UBTF"	"Promoter (<=1kb)"
"223"	"ENSG00000108344"	"17"	39980863	39980924	62	"*"	"KOS_4h_peak_585"	87	"."	7.53944	13.81622	8.7906	34	"Promoter (<=1kb)"	17	39980836	39997611	16776	1	"ENST00000415039"	27	"PSMD3"	"Promoter (<=1kb)"
"224"	"ENSG00000108424"	"17"	47650310	47650447	138	"*"	"KOS_4h_peak_606"	69	"."	6.85495	11.86177	6.98135	93	"Promoter (<=1kb)"	17	47650358	47658641	8284	1	"ENST00000577875"	0	"KPNB1"	"Promoter (<=1kb)"
"225"	"ENSG00000108515"	"17"	4948005	4948167	163	"*"	"KOS_4h_peak_555"	68	"."	7.20364	11.67591	6.8228	49	"Promoter (<=1kb)"	17	4948092	4951914	3823	1	"ENST00000519266"	0	"ENO3"	"Promoter (<=1kb)"
"226"	"ENSG00000108551"	"17"	17495873	17495989	117	"*"	"KOS_4h_peak_569"	39	"."	5.78388	8.45269	3.91348	82	"Promoter (<=1kb)"	17	17494437	17496395	1959	2	"ENST00000225688"	406	"RASD1"	"Promoter (<=1kb)"
"227"	"ENSG00000108654"	"17"	64506085	64506275	191	"*"	"KOS_4h_peak_634"	34	"."	3.99821	7.98743	3.49498	161	"Promoter (<=1kb)"	17	64498254	64506289	8036	2	"ENST00000225792"	14	"DDX5"	"Promoter (<=1kb)"
"228"	"ENSG00000108821"	"17"	50201513	50201593	81	"*"	"KOS_4h_peak_615"	41	"."	5.56964	8.70312	4.11695	40	"Promoter (<=1kb)"	17	50184101	50201631	17531	2	"ENST00000225964"	38	"COL1A1"	"Promoter (<=1kb)"
"229"	"ENSG00000108821"	"17"	50200809	50200866	58	"*"	"KOS_4h_peak_614"	50	"."	6.23299	9.76683	5.08148	38	"Promoter (<=1kb)"	17	50199289	50200191	903	2	"ENST00000507689"	-618	"COL1A1"	"Promoter (<=1kb)"
"230"	"ENSG00000108821"	"17"	50188722	50188973	252	"*"	"KOS_4h_peak_611"	79	"."	7.28338	12.96905	7.99772	136	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	0	"COL1A1"	"Promoter (<=1kb)"
"231"	"ENSG00000108821"	"17"	50189459	50189530	72	"*"	"KOS_4h_peak_612"	59	"."	6.42651	10.78055	5.99391	42	"Promoter (<=1kb)"	17	50187892	50188784	893	2	"ENST00000511732"	-675	"COL1A1"	"Promoter (<=1kb)"
"232"	"ENSG00000108821"	"17"	50187104	50187156	53	"*"	"KOS_4h_peak_610"	28	"."	4.81637	7.19218	2.82053	45	"Promoter (<=1kb)"	17	50185844	50187122	1279	2	"ENST00000510710"	0	"COL1A1"	"Promoter (<=1kb)"
"233"	"ENSG00000108821"	"17"	50196119	50196206	88	"*"	"KOS_4h_peak_613"	38	"."	5.5327	8.33394	3.81582	40	"Promoter (<=1kb)"	17	50196079	50196595	517	2	"ENST00000485870"	389	"COL1A1"	"Promoter (<=1kb)"
"234"	"ENSG00000109118"	"17"	28951208	28951291	84	"*"	"KOS_4h_peak_576"	50	"."	5.99808	9.72704	5.04225	35	"Promoter (<=1kb)"	17	28905253	28951307	46055	2	"ENST00000577226"	16	"PHF12"	"Promoter (<=1kb)"
"235"	"ENSG00000109381"	"4"	139083590	139083675	86	"*"	"KOS_4h_peak_1129"	42	"."	5.6933	8.90153	4.2963	47	"Promoter (<=1kb)"	4	139060601	139084224	23624	2	"ENST00000512627"	549	"ELF2"	"Promoter (<=1kb)"
"236"	"ENSG00000109519"	"4"	7068053	7068104	52	"*"	"KOS_4h_peak_1102"	24	"."	4.90056	6.79614	2.46564	44	"Promoter (<=1kb)"	4	7058671	7068055	9385	2	"ENST00000706688"	0	"GRPEL1"	"Promoter (<=1kb)"
"238"	"ENSG00000110172"	"11"	90222945	90223040	96	"*"	"KOS_4h_peak_260"	31	"."	4.36186	7.58665	3.15225	43	"Promoter (<=1kb)"	11	90202407	90223030	20624	2	"ENST00000525317"	0	"CHORDC1"	"Promoter (<=1kb)"
"239"	"ENSG00000110328"	"11"	11621896	11621985	90	"*"	"KOS_4h_peak_223"	33	"."	5.56241	7.85492	3.37156	13	"Promoter (<=1kb)"	11	11270877	11622005	351129	2	"ENST00000227756"	20	"GALNT18"	"Promoter (<=1kb)"
"240"	"ENSG00000110628"	"11"	2902133	2902184	52	"*"	"KOS_4h_peak_217"	41	"."	5.60811	8.76486	4.17206	32	"Promoter (<=1kb)"	11	2902278	2925246	22969	1	"ENST00000649076"	-94	"SLC22A18"	"Promoter (<=1kb)"
"241"	"ENSG00000110925"	"12"	51083246	51083499	254	"*"	"KOS_4h_peak_299"	95	"."	8.5692	14.66502	9.58473	148	"Promoter (<=1kb)"	12	51067899	51083582	15684	2	"ENST00000548206"	83	"CSRNP2"	"Promoter (<=1kb)"
"242"	"ENSG00000110955"	"12"	56645913	56646013	101	"*"	"KOS_4h_peak_304"	45	"."	6.08763	9.22084	4.59327	30	"Promoter (<=1kb)"	12	56638175	56645984	7810	2	"ENST00000262030"	0	"ATP5F1B"	"Promoter (<=1kb)"
"243"	"ENSG00000110987"	"12"	122022823	122022874	52	"*"	"KOS_4h_peak_326"	24	"."	4.90056	6.79614	2.46564	30	"Promoter (<=1kb)"	12	122021978	122044371	22394	1	"ENST00000432926"	845	"BCL7A"	"Promoter (<=1kb)"
"244"	"ENSG00000111252"	"12"	111405959	111406069	111	"*"	"KOS_4h_peak_321"	84	"."	7.55992	13.42248	8.42587	43	"Promoter (<=1kb)"	12	111405923	111451623	45701	1	"ENST00000341259"	36	"SH2B3"	"Promoter (<=1kb)"
"245"	"ENSG00000111266"	"12"	12562801	12562852	52	"*"	"KOS_4h_peak_290"	46	"."	5.96514	9.33723	4.69454	40	"Promoter (<=1kb)"	12	12473282	12562863	89582	2	"ENST00000298573"	11	"DUSP16"	"Promoter (<=1kb)"
"246"	"ENSG00000111640"	"12"	6534652	6534704	53	"*"	"KOS_4h_peak_285"	76	"."	7.01861	12.53314	7.60456	34	"Promoter (<=1kb)"	12	6534754	6538317	3564	1	"ENST00000466588"	-50	"GAPDH"	"Promoter (<=1kb)"
"247"	"ENSG00000111666"	"12"	101698069	101698246	178	"*"	"KOS_4h_peak_310"	70	"."	7.10915	11.88788	7.00247	69	"Promoter (<=1kb)"	12	101697965	101729646	31682	1	"ENST00000552215"	104	"CHPT1"	"Promoter (<=1kb)"
"248"	"ENSG00000111667"	"12"	6852094	6852320	227	"*"	"KOS_4h_peak_287"	20	"."	3.69072	6.30564	2.06398	33	"Promoter (<=1kb)"	12	6852148	6866620	14473	1	"ENST00000389231"	0	"USP5"	"Promoter (<=1kb)"
"249"	"ENSG00000111879"	"6"	119078865	119078999	135	"*"	"KOS_4h_peak_1263"	17	"."	3.9985	5.86251	1.70983	69	"Promoter (<=1kb)"	6	119005287	119079179	73893	2	"ENST00000522284"	180	"FAM184A"	"Promoter (<=1kb)"
